,tot,counts,mean
Colloquialism,0.0,0.0,
Diagnosis Of HIV/AIDS,759880.0,14.0,54277.142857142855
Individual Investment Strategy,0.0,0.0,
Validation Controls,329680.0,2.0,164840.0
USB Mass Storage Device Class,0.0,0.0,
Colorimetric Analysis,359460.5,6.0,59910.083333333336
Code Conversion,436700.0,3.0,145566.66666666666
ACI Concrete Field Testing Technician,126680.0,2.0,63340.0
Real Time Streaming Protocol (RTSP),665000.0,5.0,133000.0
Industry Radiography Radiation Safety Personnel,150000.0,2.0,75000.0
Managed Extensibility Framework (.NET Framework),361920.0,3.0,120640.0
Cytotoxicity,556898.0,11.0,50627.09090909091
Travel Medicine,159448.0,2.0,79724.0
Lenders Mortgage Insurance,1505727.0,26.0,57912.57692307692
Geojson,653854.5,7.0,93407.78571428571
Fecal Occult Blood Tests,79187.5,2.0,39593.75
Computer Fundamentals,397519.0,5.0,79503.8
Oracle FLEXCUBE,155000.0,1.0,155000.0
NIS+,140400.0,1.0,140400.0
Arcpy,637300.0,6.0,106216.66666666667
Butterfly Valve,332800.0,8.0,41600.0
Connected Components,76190.0,2.0,38095.0
Muscles,469440.0,4.0,117360.0
Certified Chimney Sweep,553600.0,10.0,55360.0
Roblox,652600.0,19.0,34347.36842105263
Firewalld,98800.0,1.0,98800.0
MockK,105000.0,1.0,105000.0
Overhead Lines,1605314.5,22.0,72968.84090909091
Biochemical Techniques,172460.0,4.0,43115.0
Weather Forecasting,784134.0,12.0,65344.5
Retinal,2782039.5,17.0,163649.38235294117
Alibaba Cloud,448500.0,3.0,149500.0
Certified Protection Professional,1175950.5,15.0,78396.7
Amazon MQ,223600.0,2.0,111800.0
Query Analyzer,174151.5,3.0,58050.5
Counter Intelligence Polygraph (CI Clearance),678230.5,6.0,113038.41666666667
Social Influences,0.0,0.0,
Plant Taxonomy,235310.0,8.0,29413.75
Agility,0.0,0.0,
Animal Production,316266.0,5.0,63253.2
SNL Financial,0.0,0.0,
Claroty,206900.0,2.0,103450.0
RainCode PL/1 (Procedural Programming Language),0.0,0.0,
Common Language Runtime,618000.0,5.0,123600.0
Global Health,0.0,0.0,
Activation Systems Development,422749.0,3.0,140916.33333333334
Metabolic Syndrome,820892.5,9.0,91210.27777777778
Traffic And Revenue (T&R) Studies,0.0,0.0,
Forced Degradation,0.0,0.0,
Anaerobic Organisms,210185.0,5.0,42037.0
Crittercism,105000.0,1.0,105000.0
Electronic Design Automation (EDA) Software,872500.0,6.0,145416.66666666666
Vanity Installation,1083680.0,12.0,90306.66666666667
Advisory Circular,257595.0,4.0,64398.75
Psycopg2,0.0,0.0,
Sanskrit,52320.0,2.0,26160.0
Adaptive Control,391400.0,5.0,78280.0
NetIQ Access Manager,525500.0,5.0,105100.0
Prostate Biopsies,85280.0,2.0,42640.0
Wind Farm Development,150000.0,1.0,150000.0
Apnea Hypopnea Index,45000.0,1.0,45000.0
Facility Management Professional (FMP),0.0,0.0,
KVM Switch,0.0,0.0,
Settlement Negotiation,563440.0,5.0,112688.0
Mapkit,171600.0,2.0,85800.0
Ansible Playbook,2275838.0,16.0,142239.875
Certified Orthodontic Assistant,336960.0,9.0,37440.0
Small Business Financials,435404.0,5.0,87080.8
Drug Resistance,83699.0,1.0,83699.0
Ready Mix Concrete,587297.0,9.0,65255.22222222222
IIS Logs,0.0,0.0,
DNA Repair,0.0,0.0,
Oxyhemoglobin,98827.5,1.0,98827.5
FCAPS,110000.0,1.0,110000.0
Virus Quantification,0.0,0.0,
Poultry Nutrition,360000.0,3.0,120000.0
Environmental Litigation,871300.0,7.0,124471.42857142857
Modern Language Association (MLA) Style,40872.0,1.0,40872.0
Privacy Act Of 1974,835290.0,12.0,69607.5
Certified Facility Management,336467.0,4.0,84116.75
Intellectual Property Valuation,270000.0,2.0,135000.0
AssetWorks (Software),90000.0,1.0,90000.0
Compressive Strength,282880.0,7.0,40411.42857142857
Sexual Assault Nurse Examiner,160000.0,2.0,80000.0
Video Logging,0.0,0.0,
Brocade Certified Network Engineer,192500.0,2.0,96250.0
NetScreen,59000.0,1.0,59000.0
Cellular Physiology,65354.0,1.0,65354.0
Know Your Third Party (KY3P),0.0,0.0,
Electrooculography,262369.0,4.0,65592.25
Fair Use,499619.0,7.0,71374.14285714286
Regular Functions,140992.0,4.0,35248.0
Chemical Equilibrium,0.0,0.0,
Jazz Theory,0.0,0.0,
Crosswalk,327600.0,3.0,109200.0
Baseband,0.0,0.0,
Tk (Software),499200.0,14.0,35657.142857142855
Thermochemistry,0.0,0.0,
ReSharper,446480.0,4.0,111620.0
Pulp Capping,0.0,0.0,
Stubbing,250400.0,2.0,125200.0
Wireless Mesh Networks,293490.5,4.0,73372.625
Aerobic Organisms,0.0,0.0,
Latex Fixation Tests,0.0,0.0,
Sleep Patterns,418736.5,7.0,59819.5
Protel,639160.0,15.0,42610.666666666664
Line Art,379720.0,6.0,63286.666666666664
BladeLogic,1397709.5,13.0,107516.11538461539
Procedural Programming,507400.0,7.0,72485.71428571429
Windows USER,1692540.0,22.0,76933.63636363637
Character Rigging,299614.0,3.0,99871.33333333333
TEEX Certified Safety And Health Official,757695.5,5.0,151539.1
Cryptocurrency Wallets,697600.0,9.0,77511.11111111111
Memsql,0.0,0.0,
Linux Professional Institute Certification,392120.0,4.0,98030.0
Hardware Abstraction,0.0,0.0,
Certified Plant Maintenance Manager,41600.0,1.0,41600.0
FourGen,0.0,0.0,
Forward Contract,0.0,0.0,
Percussion Instruments,850534.0,14.0,60752.42857142857
Load Time,2148069.0,18.0,119337.16666666667
IFS ERP,739040.0,10.0,73904.0
Javadoc,199400.0,2.0,99700.0
Public Health Informatics,649422.0,8.0,81177.75
StumbleUpon,45760.0,1.0,45760.0
Pancreatitis,206544.0,2.0,103272.0
Channel Bonding,285970.0,2.0,142985.0
NonStop SQL,0.0,0.0,
Certified Addictions Counselor,790316.0,14.0,56451.142857142855
Flexible Single Master Operation (FSMO),85000.0,1.0,85000.0
EclipseLink,0.0,0.0,
Soil Boring,1448000.0,25.0,57920.0
Air Carbon Arc,705772.0,11.0,64161.09090909091
Dyes,1290557.0,15.0,86037.13333333333
FourGen Computer-Aided Software Engineering (CASE) Tools,0.0,0.0,
OSIsoft,942956.5,11.0,85723.31818181818
Certified Sous Chef,42600.0,1.0,42600.0
Hyperplasia,36400.0,1.0,36400.0
Tissue Sample Collection,32240.0,1.0,32240.0
Preoperative Care,197600.0,2.0,98800.0
Geared Motors,60000.0,1.0,60000.0
Language Codes,977622.0,13.0,75201.69230769231
Quantum Mechanics,146384.5,3.0,48794.833333333336
Progressive Care Certified Nurse,565981.0,6.0,94330.16666666667
Transport Stream,404320.0,8.0,50540.0
Hydrogenation,1339690.0,14.0,95692.14285714286
Solubility,585598.0,12.0,48799.833333333336
Soil Conservation,1284062.5,22.0,58366.47727272727
Kinetic Typography,70000.0,1.0,70000.0
Urodynamic Testing,274592.5,3.0,91530.83333333333
Switched Communication Networks,0.0,0.0,
Certified Chef De Cuisine,79500.0,1.0,79500.0
Call Admission Control (VoIP Protocols),567840.0,10.0,56784.0
Battery Room,2349278.0,33.0,71190.24242424243
IPython,140000.0,1.0,140000.0
Jewelry Making,411580.0,12.0,34298.333333333336
Aircraft Assembly,359840.0,3.0,119946.66666666667
Social Skills Instruction,112603.0,3.0,37534.333333333336
Formik,2748660.0,23.0,119506.95652173914
Asymmetric Digital Subscriber Line,800157.5,13.0,61550.57692307692
Nail Arts,0.0,0.0,
Market Profile,0.0,0.0,
Fixation,354668.5,6.0,59111.416666666664
Tandem Advanced Command Language (TACL),1040762.0,9.0,115640.22222222222
Certified Professional Ergonomist,512418.0,5.0,102483.6
Smart Objects,168000.0,2.0,84000.0
Zoning Administration,2697388.5,37.0,72902.3918918919
Extracorporeal Shock Wave Lithotripsy,727950.0,10.0,72795.0
Seismic Analysis,1357588.5,12.0,113132.375
Google Gson (Java Library),205000.0,2.0,102500.0
Watchkit,130000.0,1.0,130000.0
Media Negotiations,429782.0,8.0,53722.75
Process Layout,467500.0,5.0,93500.0
Drug Trafficking Investigation,1679220.5,17.0,98777.67647058824
SCOBOL,677420.0,6.0,112903.33333333333
Stress Engineering,1333832.0,15.0,88922.13333333333
Motion Detection,122720.0,3.0,40906.666666666664
NetBSD,0.0,0.0,
Logfiles,0.0,0.0,
Asthma Action Plan,295870.0,8.0,36983.75
Cache Control,78000.0,1.0,78000.0
Reciprocating Compressor,421200.0,3.0,140400.0
Photo Story,80000.0,1.0,80000.0
Web Admin,194688.0,4.0,48672.0
Certified Environmental Professional,93000.0,1.0,93000.0
Dubbing (Filmmaking),343700.0,4.0,85925.0
Jazz Pedagogy,0.0,0.0,
Enscribe,673020.0,6.0,112170.0
Hospital Volunteer,158024.0,3.0,52674.666666666664
Jazz Improvisation,0.0,0.0,
Gitkraken,0.0,0.0,
Certified Hospice And Palliative Care Administrator,0.0,0.0,
Prenatal Massage,591580.0,9.0,65731.11111111111
Network Access Servers,362520.0,6.0,60420.0
RTLinux,0.0,0.0,
Dynamic UI,0.0,0.0,
Linux Console,117520.0,1.0,117520.0
Linux Virtual Server,1364680.0,11.0,124061.81818181818
TaqMan,120775.0,2.0,60387.5
Anaconda (Software),2597741.0,22.0,118079.13636363637
Chair Massage,1959880.0,22.0,89085.45454545454
Storekit,130000.0,1.0,130000.0
Jenkinsfile,0.0,0.0,
Lipid Profile,192500.0,3.0,64166.666666666664
Certified Healthcare Facility Manager,111238.5,1.0,111238.5
Siemens Apogee,17500.0,1.0,17500.0
Retention Ratios,1983000.0,18.0,110166.66666666667
Ethnomusicology,47466.0,1.0,47466.0
Poultry Industry,309435.0,4.0,77358.75
Open Source Servers,373320.0,3.0,124440.0
Certification Structure Oversight Committee (CSOC),2298096.0,21.0,109433.14285714286
Cloudkit,130000.0,1.0,130000.0
Routing Table,1561218.0,17.0,91836.35294117648
Managing Large Accounts,2001799.0,27.0,74140.70370370371
Vector Markup Language,93600.0,1.0,93600.0
Network Address,471600.0,9.0,52400.0
Reforestation,118820.5,2.0,59410.25
HTML Tables,0.0,0.0,
Siemens Invision,0.0,0.0,
Radmin,93600.0,2.0,46800.0
Lighting Fixture,86200.0,2.0,43100.0
Certified Patient Account Representative (CPAR),0.0,0.0,
HyperACCESS,821600.0,12.0,68466.66666666667
Sewer Service,1022956.5,18.0,56830.916666666664
Fuzzy Search,0.0,0.0,
Text Manipulation,200720.0,2.0,100360.0
Unified Computing,155480.0,3.0,51826.666666666664
Jewelry Design,652300.0,15.0,43486.666666666664
Aperture,934368.0,22.0,42471.27272727273
Language Arts Endorsement,1076642.5,19.0,56665.39473684211
Bioconjugation,44720.0,1.0,44720.0
Aspose,1691580.0,14.0,120827.14285714286
Robocopy,448240.0,4.0,112060.0
Domestic Roof Construction,3290740.0,41.0,80261.9512195122
Chemical Interactions,176166.5,5.0,35233.3
Linked Tables,107120.0,1.0,107120.0
Semiconductor Device Physics,301500.0,2.0,150750.0
Computer-Supported Collaborative Learning,0.0,0.0,
Internet Strategy,0.0,0.0,
Panoramic Photography,756400.0,15.0,50426.666666666664
Underwater Diving,515272.0,10.0,51527.2
ActiveX,770454.0,8.0,96306.75
PSOS,283640.0,2.0,141820.0
Methicillin-Resistant Staphylococcus Aureus,2253972.5,36.0,62610.34722222222
Judicial Opinion,2086114.0,33.0,63215.57575757576
Certified Obstetrics Gynecology Coder,179660.0,2.0,89830.0
SQL Anywhere,0.0,0.0,
GlusterFS,465200.0,5.0,93040.0
Tracked Loader,1745835.0,36.0,48495.416666666664
OpenDJ,772000.0,6.0,128666.66666666667
SOC 2 Auditing,369500.0,3.0,123166.66666666667
Jakarta XML RPC (JAX-RPC),119600.0,1.0,119600.0
Biophysical Chemistry,37700.0,1.0,37700.0
Cardiopulmonary Function Testing,324322.5,3.0,108107.5
Scatter Plots,177500.0,2.0,88750.0
Musical Composition,536607.5,9.0,59623.055555555555
Three-Phase Electric Power,1458116.0,23.0,63396.34782608696
Flow Chemistry,261559.5,3.0,87186.5
DNA Profiling,0.0,0.0,
Dropped-Call Rate,0.0,0.0,
Ethnobotany,0.0,0.0,
Light Industry,420600.0,5.0,84120.0
Oxygen Cylinders,288232.0,7.0,41176.0
Trusted Platform Module,0.0,0.0,
Certified Inpatient Coder,1226685.0,18.0,68149.16666666667
Opera (Web Browser),3798132.0,116.0,32742.51724137931
Hepatitis C,393401.0,8.0,49175.125
Internet Server Application Programming Interface,0.0,0.0,
PX4 Autopilot,117500.0,1.0,117500.0
Bayes Estimator,0.0,0.0,
Continuously Variable Transmission,1327520.0,40.0,33188.0
DAWIA Level 3,601920.5,5.0,120384.1
MassLynx,0.0,0.0,
XLSTAT,210000.0,3.0,70000.0
Web Ide,551660.0,3.0,183886.66666666666
Air Quality Control,277536.5,4.0,69384.125
Security Context,0.0,0.0,
Microsoft Netmeeting,93600.0,2.0,46800.0
Tardive Dyskinesia,478960.0,8.0,59870.0
Biomaterial,184500.0,3.0,61500.0
CPanel,1110640.0,19.0,58454.73684210526
Global File System,0.0,0.0,
E-Kanban,309993.5,4.0,77498.375
Pavement Management,680309.0,8.0,85038.625
Associate Business Continuity Planner,0.0,0.0,
Scuba Diving,1518235.0,25.0,60729.4
Certified Cardiovascular And Thoracic Surgery Coder (CCVTC),0.0,0.0,
Certified General Surgery Coder,0.0,0.0,
Drug Formulary,1593558.5,18.0,88531.02777777778
Clinical Laboratory Phlebotomist,276682.0,7.0,39526.0
Dental Supply Inventory,50000.0,1.0,50000.0
Health Policy Research,299160.0,5.0,59832.0
Spectre Circuit Simulator,799800.0,8.0,99975.0
Windows App Studio,100000.0,1.0,100000.0
Chain Drive,228520.0,4.0,57130.0
Tunnels,215877.5,3.0,71959.16666666667
Java Logging Framework,0.0,0.0,
Groundwater Flow,114400.0,2.0,57200.0
JD Edwards World,345804.0,3.0,115268.0
Hateoas,839280.0,8.0,104910.0
Business Process Monitoring (BPM),145600.0,1.0,145600.0
Business Continuance Volume,593549.0,4.0,148387.25
Component Services,456800.0,4.0,114200.0
Frame Rate,0.0,0.0,
Stock Farming,430511.0,14.0,30750.785714285714
Scanning Mobility Particle Sizer,0.0,0.0,
Certified ASC Coder,41600.0,1.0,41600.0
FAS 5,1105000.0,7.0,157857.14285714287
Pharmaceutical Product Management,0.0,0.0,
Credit Enhancement,528000.0,8.0,66000.0
SecureCRT,299520.0,4.0,74880.0
Glucose Tolerance Tests,262000.0,3.0,87333.33333333333
Certified Clinical Hypnotherapist,71760.0,2.0,35880.0
Computer Aided Diagnosis,792720.0,7.0,113245.71428571429
Maya Embedded Language,409800.0,4.0,102450.0
Back End Of Line,32240.0,1.0,32240.0
Muscle Re-Education,567030.0,5.0,113406.0
EndNote,969712.0,12.0,80809.33333333333
New Product Development Professional,202999.5,1.0,202999.5
Hyperion Strategic Finance,0.0,0.0,
Cisco Spark,0.0,0.0,
Framer.js,0.0,0.0,
Space Weather,124800.0,2.0,62400.0
Itanium,0.0,0.0,
Reference Management Software,1151793.5,17.0,67752.55882352941
Cloud9 (Software),302800.0,4.0,75700.0
Spark Dataframes,135000.0,1.0,135000.0
Platform Agnostic,604340.0,6.0,100723.33333333333
Credit Valuation,747200.0,7.0,106742.85714285714
Certified Nurse Manager And Leader,100061.0,2.0,50030.5
Cloudberry,31200.0,1.0,31200.0
Ovirt,370000.0,3.0,123333.33333333333
Windowing Systems,0.0,0.0,
Stratigraphy,0.0,0.0,
Computational Genomics,159750.0,1.0,159750.0
Psychographic,435000.0,5.0,87000.0
Eloqua Certification,323769.0,4.0,80942.25
Atopic eczema,192800.0,6.0,32133.333333333332
Certified Family Practice Coder,0.0,0.0,
Switchyard,521040.0,7.0,74434.28571428571
Bolted Joints,476748.0,5.0,95349.6
Wound Prevention,557540.0,8.0,69692.5
AtScale (Software),160000.0,1.0,160000.0
Permissioned Blockchains,0.0,0.0,
Certified Radiology Administration,270000.0,3.0,90000.0
Ledger Applications,0.0,0.0,
Set Dresser,257700.0,6.0,42950.0
Development Interventions,77000.0,1.0,77000.0
Plant Design Systems,116480.0,2.0,58240.0
Performance-Enhancing Drugs,0.0,0.0,
Certified Anesthesia And Pain Management Coder,0.0,0.0,
Chemical Injection Systems,503093.0,12.0,41924.416666666664
Doxygen,0.0,0.0,
Medical Certifications,819837.5,16.0,51239.84375
Psychotropic Drugs,600410.5,12.0,50034.208333333336
Removable Media,569220.0,8.0,71152.5
HVAC Testing,42432.0,2.0,21216.0
FCC Declaration Of Conformity,747588.0,6.0,124598.0
Multiscale Modeling,145600.0,1.0,145600.0
Hormone Therapy,1756291.0,19.0,92436.36842105263
TIA/EIA-568,131040.0,1.0,131040.0
Digital Volt-Ohm Meter,305600.0,5.0,61120.0
Liturgical Worship,663520.0,16.0,41470.0
Ambulatory Phlebectomy,1077914.0,5.0,215582.8
Small Business Technologies,0.0,0.0,
Spreadsheetgear,0.0,0.0,
Intrathecal,200800.0,3.0,66933.33333333333
Computer-Assisted Language Learning,1514302.0,12.0,126191.83333333333
IBM Rational Software Architect,2278192.0,16.0,142387.0
Modern Dance,756392.0,14.0,54028.0
Collaborative Innovation Networks,45000.0,1.0,45000.0
Intrathecal Pumps,0.0,0.0,
Truss,1742541.0,43.0,40524.20930232558
Software Factory,146000.0,1.0,146000.0
Information Warfare,315500.0,3.0,105166.66666666667
Strategic Planning Software,417500.0,4.0,104375.0
Amazon Inspector,550050.0,4.0,137512.5
Psychiatric Interviews,0.0,0.0,
Thread Grinding,159120.0,4.0,39780.0
ArcObjects,124800.0,1.0,124800.0
Trace Heating,85000.0,1.0,85000.0
Protocol Implementation Conformance Statement,203677.5,4.0,50919.375
Certified Rehabilitation Counselor,2157631.0,33.0,65382.757575757576
Article Marketing,0.0,0.0,
Subtitles,497980.0,7.0,71140.0
Adjacency Matrix,0.0,0.0,
Menopause,1452278.5,18.0,80682.13888888889
Emissions Trading,0.0,0.0,
Oracle Developer Suite,50000.0,1.0,50000.0
Operative Report,295360.0,6.0,49226.666666666664
TKProf,365400.0,3.0,121800.0
ISO/IEC 15288,82500.0,1.0,82500.0
Solrcloud,166400.0,1.0,166400.0
Canonicalization,595000.0,7.0,85000.0
Aggregate Functions,647950.0,7.0,92564.28571428571
Custom Widgets,0.0,0.0,
Priority Queue,624160.0,8.0,78020.0
Good Automated Manufacturing Practices,444496.0,4.0,111124.0
Acidosis,0.0,0.0,
Ambulance Operations,165100.0,2.0,82550.0
Supercritical Fluid,163155.0,3.0,54385.0
IBM 37xx,104000.0,1.0,104000.0
Chromosome Analysis,0.0,0.0,
Certified Medical Administrative Assistant,919086.5,22.0,41776.65909090909
IEC 61010,435900.0,5.0,87180.0
CartoDB,0.0,0.0,
Film History,135200.0,2.0,67600.0
Competency Mapping,155000.0,1.0,155000.0
Certified Federal Contracts Manager,208000.0,2.0,104000.0
Geoprocessing,865873.0,9.0,96208.11111111111
Multivariate Analysis Of Variance,153270.0,1.0,153270.0
Normal Distribution,512500.0,7.0,73214.28571428571
FastExport,333450.0,3.0,111150.0
Wetland Management,160868.5,2.0,80434.25
Latin American History,0.0,0.0,
Wetland Conservation,328936.0,4.0,82234.0
Concept Analysis,734080.0,7.0,104868.57142857143
Lucidpress,0.0,0.0,
Motor Control Software,0.0,0.0,
Transcranial Doppler,125000.0,2.0,62500.0
Periscope (Social Media),1318622.5,10.0,131862.25
GeoDA,0.0,0.0,
Architectural Barriers Act (ABA),0.0,0.0,
GIAC Web Application Defender,1470700.0,12.0,122558.33333333333
Rheometer,512660.0,9.0,56962.22222222222
Average Cost Method,250000.0,2.0,125000.0
PostGIS,1240963.5,14.0,88640.25
Allograft,1573354.0,11.0,143032.18181818182
Non-Directional Beacon,434241.0,8.0,54280.125
Neutral Build,0.0,0.0,
Serial Casting,0.0,0.0,
Pneumatic Valve Springs,1575080.0,27.0,58336.2962962963
Surfactant,1110840.0,10.0,111084.0
Sports Analytics,110000.0,1.0,110000.0
Multi-Processing Modules,567609.0,6.0,94601.5
Gene Mapping,0.0,0.0,
Alternative Distribution Channels,62500.0,1.0,62500.0
Karyotype,194480.0,6.0,32413.333333333332
Metal Bending,1125483.5,23.0,48934.065217391304
Invensys Controls,409800.0,4.0,102450.0
Raw Data,236930.5,3.0,78976.83333333333
Ultimate Paint,0.0,0.0,
Winches,468039.5,9.0,52004.38888888889
Application Level Multicast Infrastructure (ALMI),36400.0,1.0,36400.0
Zetta (Radio Automation Software),0.0,0.0,
Gcov,0.0,0.0,
Multiprocessing,1298950.0,11.0,118086.36363636363
Commissioning Management Systems,0.0,0.0,
Microsoft Power BI Report Server,673180.0,5.0,134636.0
Medical Emergency Management,104520.0,3.0,34840.0
Medical Sign,596841.0,16.0,37302.5625
Thrombocytopenia,0.0,0.0,
Astigmatism,734977.0,7.0,104996.71428571429
Wire Binding,68640.0,2.0,34320.0
Commercial Vehicle Operation,192296.0,4.0,48074.0
Flow Sensors,1028420.0,22.0,46746.36363636364
XML Concepts,255900.0,3.0,85300.0
Http Headers,266800.0,2.0,133400.0
HP Thin Clients,256260.0,3.0,85420.0
Desmos (Mathematics Software),0.0,0.0,
Lecture Recording,135700.0,3.0,45233.333333333336
Manuscript Collections,116951.0,2.0,58475.5
MAPICS,786211.0,15.0,52414.066666666666
Random Effects Models,0.0,0.0,
Structural Engineering Software,0.0,0.0,
International Ethics,0.0,0.0,
Long Short-Term Memory (LSTM),435600.0,4.0,108900.0
Server Response,0.0,0.0,
Left Ventricular Assist Devices,494176.0,4.0,123544.0
Ladder Diagram,244900.0,3.0,81633.33333333333
JBuilder,0.0,0.0,
Statistical Indicators,50000.0,1.0,50000.0
Finnish Language,231140.0,7.0,33020.0
IT Portfolio Management,115500.0,1.0,115500.0
Oracle Field Service,230000.0,2.0,115000.0
