,July 2022 actual,July 2024 predicted,Percent change
Google Search Ads 360,0.0001856781437948,9.863167149485996e-05,-46.88030078334821
Petty Cash,7.030687956589305e-06,3.717236430257408e-06,-47.12841114256055
Public Finance,0.0001800880641605,9.51853277270737e-05,-47.14512137670511
Refrigeration,0.0004375636132684,0.0002300649483887,-47.42137110756992
Business Credit Reports,0.0001060825100737,5.550406736236086e-05,-47.67839927260408
Apache TinkerPop,5.292113462304744e-06,2.752468822493595e-06,-47.98923261756977
Human Factors,0.0006867574161066,0.0003571626215977,-47.99289920703813
IOS Development,0.0003561115544719,0.0001848008348499,-48.10591441663479
Salt Stack,1.946026247481953e-05,1.0070058187016435e-05,-48.25322525815612
Telecommunications Networks,0.0002954976668146,0.0001516242424621,-48.688514499428685
Gallium Nitride,4.2191792203476085e-06,2.1618014607760147e-06,-48.76251166695145
Rebase,5.128431743843429e-06,2.6242290878180902e-06,-48.829794001481645
Marine Mammals,2.35035654853652e-05,1.2021112949862536e-05,-48.85408787297554
Investing Online,1.3116931147649387e-05,6.695208545596461e-06,-48.9575078939385
Domain Name System Security Extensions,3.8743270190043765e-05,1.9741170408705772e-05,-49.046194831073265
Cisco Certified Internetwork Expert (CCIE) Wireless,1.9497961862757527e-06,9.890643705696954e-07,-49.273448295184245
Social Welfare,0.0001525127490181,7.717350225843272e-05,-49.39865502701425
Mass Communication,0.0001133029891239,5.730651038690645e-05,-49.4218900754329
Cooling Systems,0.0010345075770185,0.0005213060078176,-49.608294864303595
Team Management,0.003418100502482,0.001720711284387,-49.65884463790539
Court Systems,0.0001772793643806,8.779895188511605e-05,-50.474240365268344
Commercial Development,0.0001825909404399,9.03795904298662e-05,-50.50160198960434
Inotropic Therapy,1.853543450801497e-05,9.15465988575034e-06,-50.609952619175225
MathType,1.2883627807138915e-06,6.35051057463975e-07,-50.70867716994367
GSM Protocols,3.2768698441650387e-06,1.6109957435667451e-06,-50.83735942593612
Certified Loss Control Specialist,0.0009422862036025,0.0004614975160313,-51.023636527105396
Process Driven Development,0.0014227420708116,0.0006927279197487,-51.31036510689988
Java XML,7.632064534008698e-05,3.71078254230762e-05,-51.37904657681723
Asset-Backed Securities,8.285984740182386e-05,3.971366664026985e-05,-52.07127711968764
Video Optimization,1.8815484004549568e-06,8.996390954208944e-07,-52.186236867286404
Kahoot!,6.9524247504590985e-06,3.3241156487046925e-06,-52.18767886002381
Data Ethics,3.076915707539327e-05,1.4705309790398824e-05,-52.20762871609842
Thermoelectric Cooling,1.1245139492311755e-06,5.362417984646705e-07,-52.31345962126159
Graphical Tools,8.386538508867698e-06,3.998226891833421e-06,-52.32565989405755
Physically Based Animation,4.149523336657018e-06,1.9591114391631e-06,-52.7870726293729
Surface Science,9.437996598286571e-06,4.446521427499637e-06,-52.88702023576821
Dietary Supplements,0.0002554675316785,0.0001202827892774,-52.916604122995516
Spiritual Direction,5.508302276060365e-06,2.592986407626878e-06,-52.925851239205635
Computer Security Awareness Training,0.0002447897990255,0.0001150480662957,-53.00128242528794
ArcView (Software),5.691983278746771e-06,2.669685826234983e-06,-53.09744081288342
Energy Consumption,0.0002101639562457,9.834870318301822e-05,-53.20382003656231
Windows Phone,1.2148273807552804e-05,5.651503586668255e-06,-53.47895778283651
Parametric Design,1.389028100073851e-05,6.455042790304212e-06,-53.52834985871766
Railroad Operating Rules,1.234094779288225e-05,5.690837938152865e-06,-53.88654069637094
Certification In Clinical Biochemical Genetics,6.614334055618612e-07,3.0299281491316455e-07,-54.19148589028637
Translational Medicine,4.058405330347296e-05,1.8557680728008845e-05,-54.273466503601355
Marketing Brochures,4.651134458724312e-05,2.121225651417749e-05,-54.39337068746993
Resource Management Systems,2.897190643108323e-05,1.3207520668326248e-05,-54.4126628334122
Darwin Information Typing Architecture (DITA),3.648684640591376e-05,1.658326475518853e-05,-54.55001901041048
Remote Server Management,1.3228668111237224e-06,5.944589153481722e-07,-55.06282942851948
Process Safety Management,0.0002249191826362,0.0001005917573331,-55.27648813493862
Wireless Internet Service Provider,4.846868870498504e-06,2.156373446074469e-06,-55.50996934949709
Defense Procurement And Acquisition,4.968242990802788e-07,2.2099034009334159e-07,-55.519417930556344
Flavor Development,1.921320363188444e-05,8.534716287593486e-06,-55.57890057736093
Dfsort,9.47426946849609e-06,4.201252371167661e-06,-55.65618663119414
Trackpad,2.866535015282434e-06,1.2684917135852931e-06,-55.748256804031705
Toyota Production System,5.6612206290888e-05,2.4988899693379e-05,-55.85951982690863
Code Injection,1.1237536742323092e-06,4.941389566615214e-07,-56.027822823441106
Microsoft Windows Vista,5.64685534884903e-05,2.4788045331190208e-05,-56.1029213609259
Regimen,1.836259913746593e-05,8.03253834766745e-06,-56.255983766054406
Human Performance Technology,0.0001301851417434,5.656263575172198e-05,-56.55215718610258
Cantonese Chinese,0.0003118783613901,0.0001354006474011,-56.58543067957839
Mixed Model,1.2083210430831202e-05,5.224668595562093e-06,-56.760923551981136
FDA Regulations,0.0009782412495665,0.000422884919593,-56.77089677210012
Oracle Data Service Integrator,4.2371160727076415e-05,1.829428541359556e-05,-56.82373317211257
NetBIOS,2.398944884191944e-05,1.0341507753564967e-05,-56.89143247220378
MFG/Pro (ERP),8.875806304865466e-06,3.801261126988572e-06,-57.17277961659857
Thoracotomy,5.961891588963347e-06,2.5531121926411213e-06,-57.17613857039194
Formik,1.6372948004616135e-05,7.001139811650787e-06,-57.23958929279621
Registered Respiratory Therapist,0.0005348306644321,0.0002286820289924,-57.242162014920794
Microwave Engineering,5.039254111074278e-06,2.1463782035112514e-06,-57.40682735577146
Collibra (Software),0.0002039389462436,8.684416564020389e-05,-57.416586071563444
Integrated Maintenance Data System,1.8196911102040008e-06,7.709209866043853e-07,-57.63451377646399
Tire Balancing And Rotation,0.0002840159525021,0.0001199547933489,-57.764769094083526
Dredging,6.5011905992220565e-06,2.742032785483928e-06,-57.822605819124206
Google Search Console,0.0002224450945376,9.380229202411864e-05,-57.83126068969654
Test Automation Management Tools,2.3147707633163224e-05,9.752199433383972e-06,-57.869696697688525
Dedicated Outdoor Air Systems,1.2538587503040607e-06,5.280474275162142e-07,-57.88621107535735
Therapeutic Irrigation,1.1953105354759453e-05,5.032899924099444e-06,-57.89462424427256
Flexographic Ink,2.697719062035289e-06,1.1355539826208825e-06,-57.90688516823669
Voice Therapy,1.2553793003017931e-06,5.267921669550095e-07,-58.03721099843142
Gas Chromatography Mass Spectrometry,0.0001588779781001,6.645138014742644e-05,-58.17458093181473
Relaxation Techniques,5.738118329109851e-06,2.386108192931378e-06,-58.416539079954234
Midrange Computer,0.0002566754490827,0.0001066664327477,-58.44307154077193
Aqueous Chemistry,1.1279605209978726e-06,4.6709578021951366e-07,-58.58935028982325
Instantiation,5.272518601694106e-06,2.179980786568243e-06,-58.653900512218286
Entity Relationship Models,0.0001199041675533,4.942071337104371e-05,-58.7831562659612
Tridium/Niagara Framework,5.9894979758242994e-05,2.450606966623146e-05,-59.08493539000014
Plant Breeding,1.941090146021892e-05,7.932544435442395e-06,-59.13355981070995
Affirmative Action Compliance,1.9890192164312777e-05,8.128082708554877e-06,-59.1352228203286
Surface Plasmon Resonance,4.846868870498504e-06,1.9706756397354743e-06,-59.34126355820333
Global Project Management,8.90898512176067e-05,3.618482131371696e-05,-59.38390196057954
Red Hat Certified Engineer,9.565415377590494e-06,3.864787557556548e-06,-59.59623910728611
Bank Reconciliations,0.0018448229497537,0.0007432193913735,-59.713240152789396
Master Of Fine Arts,4.160086889189392e-05,1.6723431968446865e-05,-59.80028202799033
Coherent Remote File System (CRFS),0.0001732339060864,6.959927846078115e-05,-59.82352413962849
Robot End Effector,3.342766120921955e-05,1.330849912408389e-05,-60.18716642846277
ADP Pay eXpert,1.292569627479455e-06,5.13792044735866e-07,-60.25033902910329
Brakes,0.0033203128418429,0.0013188188244566,-60.28028419982843
SAP Warehouse Management,9.42972504509493e-05,3.727977637801937e-05,-60.46568038862253
Cash Flow Analysis,0.0003564647063869,0.0001408716440122,-60.48089993534995
Oracle Workflow,2.454822256693636e-05,9.648814103615577e-06,-60.694449150826
Screen Printing,0.0001574062758565,6.185925643633033e-05,-60.700895755437
Hand Lettering,2.366264144435458e-06,9.28056319492886e-07,-60.77968211303387
Licensed Independent Clinical Social Worker,4.699062534462221e-05,1.833342899005442e-05,-60.98492229971447
GIAC Web Application Defender,1.2794912361247056e-05,4.974630239822771e-06,-61.120247647105266
GraphPad Prism,1.632581536866114e-05,6.326055124148637e-06,-61.25121483186644
National Certified Counselor,8.438358440695217e-06,3.2539421553877e-06,-61.43868291141688
Speech Therapy,0.0008573807391001,0.0003285036815054,-61.68520395615664
Education Policy,0.0002028630468589,7.754346960492888e-05,-61.77545846540317
Head And Neck Cancer,1.2323561693892916e-05,4.695678086463969e-06,-61.89674541256228
Site Survey,9.76122525181894e-06,3.719275150783626e-06,-61.8974559562534
DOM Scripting,1.915292155865922e-06,7.2917258183606e-07,-61.92891097043135
Molecular Modelling,1.0170557976088123e-05,3.834683918734476e-06,-62.29622870495252
Google APIs,6.004366300141778e-06,2.2541812107624357e-06,-62.457633360756006
Soldering,0.0011336179216833,0.0004249267149677,-62.515878865364996
Reagent,0.0004049295299208,0.000150822488305,-62.75339851492201
NLTK (NLP Analysis),5.284388660698199e-05,1.9594606128327314e-05,-62.919824058250896
Temporary Restorations,3.4892893025867004e-05,1.2907100336621016e-05,-63.00937177363698
Templating,0.0002031845409729,7.513431815495e-05,-63.0216364910502
TestLink,1.9364777640459437e-06,7.153358338183126e-07,-63.059951056513086
Medical Testing,0.0001800547153827,6.606361699140806e-05,-63.30914363948084
Underground Utilities,0.0002588451209561,9.476901494400628e-05,-63.387753033954596
Python Tools For Visual Studio,7.883145361244706e-06,2.8836787109953e-06,-63.419693804301716
Security Studies,1.3762454883859712e-05,5.01782420911731e-06,-63.53975906578921
Rhel6,1.4149793270948896e-05,5.141877770584666e-06,-63.66111029239194
Sorting,0.0086931132755347,0.0031568060167218,-63.68612812620194
Certified Manager Of Animal Resources (CMAR),1.3049042439945848e-05,4.734029649099765e-06,-63.7212487361685
Voice Chat,5.6968108465440914e-05,2.066107628478751e-05,-63.732205893194916
Capital Asset Pricing Models,3.987602392746913e-06,1.4400949755009023e-06,-63.88569286345337
Transfusion Medicine,5.5626125175018855e-05,2.0028855432060845e-05,-63.99379721481012
JavaScript Frameworks,0.0014065182907394,0.0005061532894742,-64.01374281395817
End Cap Placement,4.4600486680510653e-07,1.6012602581795677e-07,-64.09769539848362
Equipment Selection,0.0001929944248902,6.90879229655522e-05,-64.20211464405861
Course Development,0.0003280195386952,0.0001171263006606,-64.2928890374926
Transmission,0.002633182967899,0.0009319336901803,-64.60809212495082
Ethernet Frame,4.2191792203476085e-06,1.4874689031029896e-06,-64.7450647289536
Organic Chemistry,0.0001574194425245,5.480204597505882e-05,-65.18724428430771
Fund Disbursement,0.0001266240599875,4.366456369804536e-05,-65.51637682257557
Viticulture,3.155681109587969e-06,1.085341547486565e-06,-65.60674194268394
Powerpc,7.461855716970515e-06,2.56450620556655e-06,-65.63179049771644
Oil Pipelines,7.7231788207943e-06,2.6322432452451225e-06,-65.91761881574035
Flowmaster,2.239471911512844e-05,7.624855693683676e-06,-65.95243881164461
Electrical Diagrams,9.585710371932625e-05,3.2505085554739225e-05,-66.09006083689371
Convex Optimization,1.1237536742323092e-06,3.810429335959762e-07,-66.09195214811776
Diagnostic Skills,0.0005729044037399,0.000194221463372,-66.098800759057
Speech Disorders,0.0001193708385058,4.041536949867311e-05,-66.14301281237175
Advanced Pediatric Life Support,1.149668579531853e-05,3.849230554819969e-06,-66.51878094826786
Tillage,0.0001203029588884,3.966739196455515e-05,-67.02708534263657
Import/Export Logistics,0.0001148769437933,3.7714172640242825e-05,-67.1699373304163
Presidential Directive,1.752203599382072e-06,5.65652308642082e-07,-67.71766084480345
Wave Picking,1.6213382483114543e-06,5.203530315725133e-07,-67.9059547189221
Valid Driver's License,0.080603653307605,0.0256618012213619,-68.16298000361145
X++ (Programming Language),4.474579584775313e-05,1.4152462555182812e-05,-68.37141392381008
Icinga2,1.6084318034605203e-05,5.083260246456108e-06,-68.39617175238925
Pixel Perfect,0.0001753713182749,5.506195860510328e-05,-68.60264315354468
Census Development,6.417574752680542e-05,1.98748097560615e-05,-69.03065328882997
Computer-Aided Design,0.0034027075577615,0.0010517663037861,-69.09031158475418
Aromatherapy,1.3350008208805556e-05,4.111839519760616e-06,-69.19972291066847
Currency Exchange,0.0001430676684483,4.402020768200463e-05,-69.23119796426116
Environmental Geology,5.343693169578783e-06,1.6096947095394412e-06,-69.87673770823325
Adobe Premiere Elements,4.846868870498504e-06,1.4419648187368725e-06,-70.24955992695207
Sales Records,0.0004782250069506,0.0001390343597573,-70.92699927093898
Electricity Generation,7.71072414162387e-05,2.240957386220821e-05,-70.9371345017554
Packaging And Labeling,0.0276213185749207,0.0080265458253737,-70.94075793810381
Log Files,0.0002380000510525,6.895602448434634e-05,-71.02688668367745
Telephone Triage,0.0001963351003815,5.6216239670033e-05,-71.36719844755275
Artificial Neural Networks,0.0002855815520508,8.161702836003001e-05,-71.4207630801335
Financial Auditing,0.0007481102961486,0.0002133241353787,-71.48493524592173
Adobe Campaign,0.0001561242430441,4.412453780913956e-05,-71.73754892334317
Animal Physiology,8.53179297929212e-06,2.411112654665895e-06,-71.73967229962085
Hypervisor,0.0002022745170962,5.658061949261094e-05,-72.02780641631605
Internet Marketing,0.0003274545290598,9.103774969235266e-05,-72.19835378251028
Host-Based Intrusion Detection Systems,3.967125941930691e-05,1.0909999070945997e-05,-72.49898483022095
Aerial Lifts,0.0001852258369438,5.032762255592624e-05,-72.82904837342087
Gel Permeation Chromatography,2.524544887670375e-06,6.811799124958272e-07,-73.01771436813654
Tagline,5.477244817417232e-06,1.4489534532514227e-06,-73.5459432332866
Chorionic Villus Sampling,2.1808075828043e-05,5.757395960462924e-06,-73.59970679733473
Clinical Nurse Specialists (CNS),0.0001625776417904,4.271348920090661e-05,-73.72732884391685
PuTTY (Application),5.139630762976444e-05,1.3489898396549215e-05,-73.75317601854925
Biology,0.007415424087552,0.0019317666584473,-73.94934348137842
NT File System (NTFS),4.273104100471143e-05,1.105014806413199e-05,-74.14023200859154
Dramaturgy,1.0354410871560004e-05,2.6573736792483747e-06,-74.33582931746254
Fiber Optic Testing,7.106252251992509e-05,1.7959350857711383e-05,-74.72739466478157
Equity Markets,6.003060260275778e-05,1.5154285419566512e-05,-74.75573330514871
Quadratic Programming,6.269293751520304e-07,1.5769277803817837e-07,-74.84680343779746
Market Development,0.0007807607648257,0.0001960200553236,-74.89371083249038
Random Effects Models,5.342932894579917e-06,1.3406620177129136e-06,-74.90775115156444
Gigabit Ethernet,6.203479437033191e-06,1.5554607271657492e-06,-74.92599527484455
Coupa (Spend Management Software),0.0004167041366895,0.000102042777145,-75.51193564919288
Enterprise Vocabulary Services (EVS),6.237884200493732e-05,1.515459499842155e-05,-75.7055525377947
Ajax (Programming Language),0.0010177430866655,0.0002455505580359,-75.87303109663817
Reading Instruction,0.0001985181955107,4.7885030420602594e-05,-75.87877005560348
