,tot,counts
Atherectomy,317200.0,3.0
Mobile Broadband,139540.0,3.0
Energy Transformation,7863393.5,71.0
Outcome-Based Quality Improvement,1030851.0,10.0
Hormone Therapy,1937398.5,20.0
Clinical Cardiac Electrophysiology,114556.0,1.0
AutoCAD Architecture,694400.0,14.0
Analysis Integration And Modeling Of The Earth System (AIMES),0.0,0.0
Azure Batch,250000.0,2.0
Hydraulic Structure,679600.0,8.0
Filebeat,165500.0,2.0
Amharic Language,1236783.5,26.0
Data Taxonomy,3132052.0,27.0
Geneious (Bioinformatics Software),0.0,0.0
System Security Analysis,260000.0,2.0
Autodidacticism,41600.0,1.0
Molecular Cloning,899954.5,16.0
Power Distribution Design,2884838.0,29.0
Seismology,660000.0,6.0
Thoracic Aneurysm,75920.0,1.0
Teamsite,847600.0,8.0
Reservoir Modeling,0.0,0.0
Exploratory Laparotomy,80000.0,2.0
Antibody Tests,1684358.0,29.0
Carburizing,439081.0,8.0
Map Production,4847397.0,84.0
Airworthiness Certificate,0.0,0.0
Cryo-Electron Microscopy,307285.0,4.0
Pension Accounting,2263674.0,20.0
Buildium (Property Management Software),4063347.0,98.0
Government Finance,9954617.0,90.0
Public Liability,242800.0,3.0
Payment Application Best Practices (PABP),44720.0,1.0
Organismal Biology,0.0,0.0
Electric Current,1000656.5,16.0
Yoruba Language,987297.0,22.0
Inline Function,0.0,0.0
Accessibility of Services,1171960.0,12.0
XML For Analysis,7417678.5,70.0
Network Provisioning,1525112.0,16.0
Data Comparison,1594840.0,22.0
Adobe Animate,1552850.0,22.0
Permanent Mold Casting,37440.0,1.0
Khmer Language,482164.5,9.0
Swivel,2456116.0,67.0
Elementary Matrix (Linear Algebra),3685255.0,49.0
AWS Outposts,0.0,0.0
Automotive Lighting,782600.0,20.0
Carotid Stenosis,0.0,0.0
Certified Clinical Research Coordinator (CCRC),538760.0,6.0
Indemnity Claims,1023055.0,17.0
Voltage-Controlled Oscillator,280000.0,4.0
Soil Boring,1777745.0,29.0
LCD Projector,1843175.5,39.0
Registered Sleep Technologist,859585.0,15.0
FAA First Class Medical Certificate,6275120.5,72.0
IBM Bluemix,1079978.0,7.0
Aerobic Exercises,749560.0,15.0
Imputed Income,100880.0,2.0
Electronic Design Automation,10694227.5,95.0
Industrial Control Software,200520.0,2.0
Traffic Laws,4701369.0,90.0
Stepper Motor,3108698.0,35.0
C++14,3900534.5,24.0
Electroplating,2177170.5,52.0
Sterilization Validation,383760.0,5.0
GIAC Information Security Professional,157000.0,1.0
Hospitality Industry,686546.5,19.0
Adobe Shockwave,0.0,0.0
Dynamic Programming,1202933.5,16.0
Stairs And Railings,3147688.5,65.0
CMYK Color Model,625894.0,13.0
PageSpeed,75000.0,1.0
IBM HTTP Servers,1411198.0,11.0
Accrued Liabilities,1308542.0,20.0
Data-Driven Testing,2157170.0,20.0
Contingent Liability,1797245.0,13.0
Spinal Fusion,516204.0,4.0
Disaster Area,1859322.0,18.0
TriZetto Facets,266900.0,3.0
Orange Belt,474240.0,13.0
Patch Panels,11207605.0,211.0
JConsole,1034044.0,8.0
Switch Access,488800.0,8.0
Uwsgi,1555000.0,12.0
Pascal (Programming Language),444280.0,10.0
Constructivism,1780409.5,42.0
SystemC,686500.0,4.0
Warfarin,1358891.0,21.0
Cognitive Neuroscience,219787.5,2.0
Juvenile Delinquency,2476835.0,41.0
Certified Culinary Educator,0.0,0.0
LAN Administration,1854823.5,25.0
Molar Concentration,330720.0,12.0
Psychoeducation,21532801.5,320.0
Async Await Pattern,2776826.0,27.0
Generative Research,2441671.0,17.0
Convenience Store Management,70000.0,1.0
Er Diagrams,1681919.0,14.0
Claw Hammer,1384700.0,44.0
Oracle Eloqua Certification,323769.0,4.0
Computer Room Air Conditioning (CRAC) Units,3505383.0,46.0
Metallurgical Engineering,5114404.0,63.0
Desktop Environments,4162104.0,55.0
Economic Policy,2015092.0,24.0
Software Defined Radio (SDR),3607540.0,31.0
Hash Functions,1057721.0,13.0
Information Extraction,114800.0,1.0
Rough-Ins,3248800.5,47.0
Biodiesel Production,62770.5,1.0
Rough Sketches,5190638.5,94.0
Enscribe,1202720.0,11.0
Udeploy,5780317.5,42.0
Entertainment Technician Certification Program (ETCP),2158820.0,10.0
Apple Pages,876501.0,19.0
Text Classification,351142.0,3.0
IAT Level I Certification,1450405.0,17.0
ASP.NET MVC 5,3071192.0,25.0
Credit Business Fellow (CBF),0.0,0.0
Register-Transfer Level,1703600.0,11.0
Volume Projections,2470824.0,28.0
DbVisualizer,512240.0,4.0
Juniper Network Certified Internet Professional (JNCIP),6153663.0,49.0
Network Adapters,1508511.0,25.0
Customer Proprietary Network Information,300560.0,8.0
Weather Forecasting,1094839.0,18.0
Sales Trend Analysis,275900.0,2.0
FINRA Series 86/87 (Research Analyst),138300.0,2.0
M4 Carbine,100000.0,1.0
Front End Alignment,1701448.5,29.0
Machine Technology,1454264.0,20.0
Standing Wave Ratios,340940.0,5.0
Corporate Housing,1406826.5,29.0
Zebra Printers,1985023.0,39.0
VMware VMFS,1121500.0,9.0
Post-Exposure Prophylaxis,2144614.0,32.0
Multi-Age Classroom,1672970.0,36.0
Remote Branch,1883360.0,10.0
Public Service Announcement,3666106.5,57.0
Airport Security Clearance,980880.0,20.0
Language Assessment,3349144.0,44.0
Guidance Navigation And Control Systems,322200.0,2.0
General-Purpose Computing On Graphics Processing Units,1476900.0,13.0
Tigrinya Language,175700.0,2.0
Software Updater,2274785.5,36.0
Nitriding,506360.0,15.0
IP Access Controllers,485560.0,6.0
Power Hoists,2218600.0,72.0
Keyword Density,492400.0,9.0
ADP Reporting,4741037.5,71.0
Code Migration,4443347.5,40.0
Remedial Education,226026.0,5.0
Certificate In Investment Performance Measurement (CIPM),1084350.0,12.0
Hyperalimentation,65686.5,2.0
Kiosks,2612940.5,48.0
Direct Mail Fundraising,524000.0,7.0
Piezometer,0.0,0.0
Pilates Certification,5635835.5,74.0
Nationally Certified In Therapeutic Massage And Bodywork,329420.0,6.0
Data Targeting,2405170.0,27.0
Apple Automator (OS X),1676600.0,12.0
Open Source Host-Based Intrusion Detection Systems,400200.0,4.0
OpenGL,7236240.0,60.0
Android ButterKnife,1232280.5,10.0
Memory Module,404640.0,10.0
GIAC Security Leadership Certification,7021686.5,54.0
Disciplinary Counseling,506835.5,6.0
Law Enforcement Operations,90967555.5,1113.0
Sinon,323300.0,3.0
Database Publishing,122720.0,2.0
ToolBook,883095.5,7.0
Remote Storage,1347506.5,14.0
Concur Invoice,606449.5,8.0
Bullhorn (Software),4041350.0,17.0
Library Automation,817147.5,18.0
FAA Multi-Engine Rating,288900.0,4.0
Robolectric,349440.0,3.0
Certification in Healthcare Leadership,152880.0,3.0
DoDAF,3070050.0,30.0
Finance Automation,5764629.5,36.0
Wholesale Banking,1538850.0,9.0
Test Suite,5576892.0,45.0
Letterpress Printing,347960.0,7.0
Restkit,119600.0,1.0
Lighting Control Console,1481211.0,26.0
Matrix-Assisted Laser Desorption/Ionization,732005.0,13.0
Solar Radiation,67500.0,1.0
Scientific Management,717247.0,7.0
Jaundice,386222.0,8.0
Die Grinder,886505.5,22.0
Process Lifecycle,2598708.0,29.0
Healthcare Software Implementation,330475.0,4.0
Systemic Vascular Resistance,195000.0,1.0
International Ethics,0.0,0.0
EHealth Exchange,368649.0,3.0
NuGet,11567846.0,93.0
Issuer,478791.0,4.0
Bibliographic Databases,1212363.0,29.0
Fixed Cost,100800.0,2.0
Biomechanics,5403516.0,84.0
Gold Mining,10010040.0,68.0
Consumer Electronics Service Technician,102400.0,2.0
MIVA Script,381880.0,6.0
Cognitive Load Theory,1065460.0,10.0
Ecological Services,479705.0,6.0
Collateralized Loan Obligation,1731235.0,16.0
Web Processing Service,1284622.0,14.0
Mental Agility,3422071.0,41.0
Optical Engineering,3047918.0,24.0
ARRT Radiation Therapy (T) Certification,1248110.0,12.0
Oceanography,3131425.5,47.0
Data Hiding (Encapsulation),946060.0,9.0
Microsoft MapPoint,495515.0,8.0
Diversity Marketing,277500.0,3.0
Digital Signature,4304012.0,50.0
Econnect,150000.0,2.0
Computer Mapping,453607.0,8.0
Commercial Building Inspection,3132654.0,45.0
Google Pay,483900.0,6.0
Sensitivity Training,863971.0,21.0
Angular Material,4571668.5,38.0
Pharmacogenetics,1495910.0,12.0
System On A Chip,8878364.0,68.0
Managed Extensibility Framework (.NET Framework),1206400.0,10.0
AppsFlyer (SaaS),2019480.0,8.0
Certified Medical Transcriptionist,89440.0,2.0
IBM Websphere ESB,171600.0,1.0
Angiogenesis,196768.0,4.0
Food Security,8415765.0,123.0
Garment Construction,2980195.0,69.0
Nasogastric Intubation,464818.0,9.0
Asynchronous Communication,2706737.0,22.0
HTML Document Object Models,2103237.5,16.0
Spring Cloud Netflix,114400.0,1.0
Business Process Model And Notation,6702347.0,53.0
Steering Mechanisms,3987737.0,71.0
Information Systems Security Architecture Professional,4372727.5,30.0
Web Syndication,4565601.0,42.0
Anesthesia License,2958192.0,33.0
Server Response,0.0,0.0
Beautifulsoup,777880.0,6.0
Vector Control,858998.5,16.0
System Modification Program/Extended (SMP/E),2291123.5,19.0
Picture Archiving And Communication System,732562.0,8.0
Energy System Transition,6423900.5,49.0
Diagnosis Of HIV/AIDS,1053396.5,20.0
Keychain,1230053.0,15.0
Costume Design,2031984.0,39.0
Visual Culture,459000.0,5.0
High Availability Design,1189700.0,9.0
OpenLDAP,226438.0,2.0
Veterans' Benefits,5907282.0,85.0
Audio Post-Production,0.0,0.0
Touchscreen,1096360.0,28.0
Conjunctivitis,442988.0,6.0
AIRS Certified Diversity Recruiter (CDR),823710.0,9.0
Photovoltaic Systems,1527440.0,20.0
Swaption,2650201.5,27.0
Google Data,752905.0,8.0
Bradycardia,72176.0,1.0
Cathode Ray Tube,199701.0,3.0
DxDesigner (Software),3868730.0,35.0
Instrument Development,2397817.0,23.0
Miniaturization,125000.0,1.0
Credit Default Swap,3135035.0,28.0
Google Associate Cloud Engineer,1009896.0,7.0
Heidelberg Retina Tomograph,119600.0,3.0
Genetic Disorders,1683717.5,9.0
JD Edwards World,372650.0,3.0
AWS Certified SysOps Administrator,6746300.0,50.0
AWS Certified DevOps Engineer,6228910.0,43.0
Wireless Intrusion Prevention Systems,3931910.0,42.0
Fluorescence,1581577.5,27.0
Certified Interventional Radiology Cardiovascular Coder (CIRCC),415800.0,6.0
Hypertrophy,588640.0,12.0
IBM OMEGAMON,1694463.5,13.0
Ground Bounce,0.0,0.0
Book Design,519162.5,9.0
Financial Policy Development,2138539.0,19.0
Dairy Industry,1587220.5,22.0
Spark Plug,3341238.0,77.0
Office Open XML,0.0,0.0
PowerHouse (Programming Language),0.0,0.0
Educational Data Mining,1753804.0,28.0
Aftermarket Modifications,1828447.5,32.0
Technical Analysis Software,437680.0,4.0
Anaconda (Software),4440651.0,35.0
Child Safeguarding,1824653.0,24.0
Remote Authentication,431840.0,6.0
Thread Pool Pattern,1268356.0,10.0
Electronic Performance Support Systems,298200.0,4.0
PL/pgSQL,1600200.0,12.0
Toyota Production System,4323539.0,61.0
Inertial Navigation Systems,687500.0,7.0
Translation Memory EXchange (XML Spec),155560.0,4.0
Institutional Change,789616.0,10.0
Shorthand,4569496.0,82.0
Syncsort,1007560.0,8.0
Vagrant,1259700.0,12.0
Oracle Engineered Systems,1068233.0,8.0
Bokeh,2023260.0,19.0
Kardin,1196867.0,16.0
Ballroom Dancing,1576528.0,38.0
Keratin Smoothing,1183560.0,25.0
Switchyard,980496.5,11.0
Dialog Programming,1136000.0,12.0
Storages,4212252.0,83.0
Achievement Testing,163759.0,3.0
Dev Testing,1284400.0,9.0
Scalability Testing,1999300.0,18.0
Search Analysis,1756489.0,16.0
Impaired Glucose Tolerance,0.0,0.0
Production Suite,313945.0,4.0
SAP Process Integration,5493970.0,40.0
Remote Backup Services,2591560.0,30.0
Tissue Sample Collection,75920.0,2.0
Ammeter,9169824.5,144.0
Management Control Systems,706032.0,7.0
Project Baselines,4980970.0,45.0
Vegetable Farming,847160.0,19.0
Temporary Pacemakers,1654347.0,17.0
Facebook Content,3319510.0,77.0
Caffe2,298700.0,3.0
PeopleSoft Accounting,1240548.5,16.0
Table Functions,1798140.0,15.0
Unix System Services,387900.0,3.0
Doctor Of Physical Therapy,1888946.0,24.0
Device Firmware Upgrades,959116.0,10.0
Core Graphics,861193.0,7.0
Fellow Of The American College Of Healthcare Executives (FACHE),510234.5,5.0
Prostate Cancer,2490591.0,20.0
Wound Prevention,934732.0,11.0
Closed Loop,1270392.0,16.0
Custom Function,658600.0,5.0
Transplant Rejection,562959.5,4.0
Horse Care,4449204.5,111.0
Develop Networks,8147259.5,85.0
Pavement Management,800234.5,10.0
Television Documentary,118479.0,2.0
Direction Finding,205476.5,2.0
Academic English,1591038.5,22.0
Lean Six Sigma Yellow Belt,716270.0,9.0
Sewage Pumping,200500.0,2.0
Notepad++,2703090.0,22.0
Graylog,3020340.0,23.0
Bayes Estimator,0.0,0.0
Coordinate Geometry,265889.0,4.0
High-Voltage Cable,246332.0,2.0
Mirror Imaging,97760.0,3.0
Plant Breeding,219820.0,5.0
Social Network Analysis,479500.0,10.0
Listeria Monocytogenes,141700.0,3.0
Memory Systems,201480.0,2.0
Frequency Distribution,2468491.5,29.0
HVAC Split Systems,3517225.5,56.0
Simultaneous Interpretation,988992.0,17.0
Bentley Software,100500.0,1.0
Token Ring,174500.0,3.0
Peoplesoft Internet Architecture,0.0,0.0
Network Appliances,8030020.0,83.0
Visual FoxPro,448120.0,5.0
Human Blood Group Systems,0.0,0.0
Java Applet,753000.0,9.0
Continuous Passive Motion Device,3392067.0,77.0
Pressure Regulator,11471111.0,179.0
Application Development Languages,1154640.0,13.0
Neuroimaging,450919.0,12.0
Contingency Management,538784.0,11.0
Underground Mining,190200.0,2.0
Orifice Plate,331303.0,4.0
Air Hammers,2880636.5,65.0
Usual Customary Reasonable (Medical Billing),1589048.5,28.0
Gas Turbine,2282455.0,46.0
DBase,34320.0,1.0
Live Performances,1506688.0,38.0
Professional Football,35000.0,1.0
Floriculture,843299.0,19.0
OpenSSH,124800.0,2.0
Azure Command-Line Interface (Azure CLI),8586035.5,67.0
Blower Doors,1292390.0,28.0
Civil Aviation,3278946.5,31.0
Sustainable Materials,1238370.0,13.0
Web Container,1076303.0,7.0
Wavefront,1033500.0,6.0
Contemporary Art,2430995.0,45.0
Facilitator Certification,5148419.0,42.0
Photojournalism,787796.0,21.0
Electronic Point Of Sale,349228.0,3.0
CLIST,1653763.5,14.0
Azure Web Apps,5955255.5,48.0
Military Services,94000.0,1.0
Web Mining,691677.0,18.0
T.38,169650.0,3.0
1Password,166560.0,3.0
Integrated Delivery Systems,1725193.0,13.0
Remote Application Platform,1034136.0,7.0
CAD Data Exchange,3295147.0,39.0
Structural Welding,2323474.5,48.0
Dry Needling,1902868.5,33.0
Orthopedic Nursing,3208579.0,28.0
ITIL Expert Certification,1040000.0,8.0
Eye Tracking,466344.0,14.0
Appveyor,6730600.0,51.0
Strategy Map,536559.0,5.0
International Standard Text Codes,47840.0,1.0
Forced Draft Systems,163977.0,3.0
Facial Recognition,2461480.0,20.0
Immunostaining,80000.0,1.0
Solaris Containers,506680.0,5.0
Cultural Resource Management,124528.0,2.0
Hierarchical Storage Management,1116490.5,6.0
HP Servers,995820.0,17.0
Technologist In Microbiology (M-ASCP),1498070.0,25.0
Backward Design,602126.5,14.0
Space Flight,524200.0,4.0
Teaching Exceptional Children,1653108.0,37.0
Nutrient Management,870650.0,13.0
Data System,2971282.0,56.0
Network Bridging,147500.0,3.0
JBoss EAP,2063598.5,18.0
Fingerprint Recognition,593630.5,10.0
Bulk Density,430920.0,11.0
Graph Theory,275500.0,3.0
Software Factory,1171841.0,10.0
Certified Therapeutic Riding Instructor (CTRI),124800.0,2.0
National Response Framework,3005112.5,34.0
Graphical Tools,528320.0,6.0
Software Prototyping,1909189.0,17.0
Psychomotor Retardation,72176.0,1.0
Browser Support,548400.0,6.0
EEO Reporting,2150842.0,30.0
Foreign Exchange Risk,1101750.5,9.0
Oil Platforms,2717759.5,29.0
Federal Enterprise Architecture,493600.0,4.0
Transport Phenomena,0.0,0.0
Synchronous Learning,119700.0,2.0
NetBSD,0.0,0.0
Dataweave,5343339.5,45.0
Certified Professional Medical Services Management (CPMSM),943738.5,13.0
Spring Cloud Config,419959.0,3.0
Fluid Structure Interaction,0.0,0.0
Acoustic Guitar,412620.0,8.0
.NET Remoting,215000.0,2.0
Mac Mini,3689459.5,97.0
Blood Typing,119600.0,3.0
Web Typography,270400.0,2.0
Portrait Photography,2177950.0,60.0
Bilirubin,356779.5,8.0
Image Stitching,3953884.0,101.0
SPIN Selling,3128696.0,29.0
Intraosseous Infusion,423096.0,5.0
Product Data Hub,1369851.0,11.0
Risk-Based Inspection,2200000.0,6.0
Certified Hospitality Sales Professional (CHSP),364418.0,5.0
Docker Hub,923840.0,7.0
Pharmaceutical Product Management,260000.0,2.0
Swing (Dance),0.0,0.0
Virtual Print Fee (VPF),132500.0,1.0
Applepay,369200.0,3.0
Manugistics,1249070.0,13.0
Eye Disorders,358365.5,5.0
Database Deployment Management,1442600.0,10.0
Branching And Merging,3379280.5,34.0
Concurrent Computing,8625530.0,62.0
ArangoDB,388000.0,3.0
Wound Assessment,5067103.5,56.0
IBM Mainframe Utility Programs,228800.0,2.0
Pop Music,0.0,0.0
Cartographic Design,106297.0,2.0
Peoplesoft Administration,682521.0,7.0
Respiratory Distress Syndrome,9353441.0,60.0
Entertainment Management,802809.5,15.0
Custom Tag,182800.0,2.0
Health Databases,383140.0,10.0
Commercial Software,2618940.0,22.0
Virtual Private LAN Services,5795390.0,49.0
Dynamic Ip,385000.0,6.0
Sensu,3499000.0,27.0
Samba (Software),1103780.0,20.0
Certified Clinical Research Professional (CCRP),130960.0,2.0
Volatile Organic Compounds,1868869.0,10.0
Certified Wireless Security Professional,3399079.5,42.0
Behavioral Finance,921525.0,8.0
Serial Dilutions,1107276.0,24.0
Neonatal Nurse Practitioner,3781143.0,34.0
General Packet Radio Service (GPRS),1138040.0,20.0
Commercial Vehicle Operation,229424.0,5.0
Help Desk Certification,0.0,0.0
Modern Art,123240.0,2.0
Telematics,595710.0,6.0
Security Onion (Intrusion Detection System),90000.0,1.0
Ship Management,61360.0,2.0
AWS Certified Solutions Architect Professional,3591859.5,23.0
Document Capture Software,1976600.0,24.0
Webflow,4138051.5,52.0
CHi-Squared Automatic Interaction Detection (CHAID),2803675.0,21.0
Interactive Web Content,192000.0,2.0
Diversity Equity And Inclusion Policies,594397.5,4.0
Inclinometer,0.0,0.0
Windows Workflow Foundation,2576496.0,21.0
Recovery Testing,1626263.0,14.0
Core Text,845593.0,7.0
Pspice,5013524.0,48.0
Linear Particle Accelerator,386214.0,3.0
Conformal Coating,976464.0,26.0
F5 Certified Administrator,2839000.0,23.0
Online Certificate Status Protocol,4972743.0,35.0
Certified Clinical Research Associate (CCRA),735620.0,6.0
GIAC Windows Security Administrator Certification,760233.5,6.0
Nintex Workflow,1575485.0,15.0
Oracle Warehouse Builder,1416705.0,11.0
Clinical Messaging,895567.0,13.0
Charbroiling,1237030.5,49.0
Choice Modeling,1581310.5,16.0
Report Generators,41600.0,1.0
Global Distribution Systems,726240.5,12.0
Fall Protection Systems,598500.0,11.0
Cisco Contact Center,3144436.0,25.0
Public Announcement,1710809.5,27.0
Bottleneck Analysis,219780.0,2.0
Interpersonal Psychotherapy,1832338.0,16.0
OpenAPI Specification,2361398.0,21.0
Water Purification,6295879.0,148.0
Musical Notation,6285230.0,104.0
Signal Transduction,261940.5,4.0
Women's Studies,565410.0,12.0
Tagalog Language,4491017.0,119.0
Oracle Planning Certification,0.0,0.0
Oracle Purchasing,1261325.0,15.0
FatWire,0.0,0.0
Bilingual Education Endorsement,2634651.5,48.0
Watercolor Painting,1772558.0,37.0
Formik,2537800.0,21.0
Epidemiological Method,579800.0,4.0
Pocket Doors,4790700.0,93.0
Data Cube,1137483.0,9.0
Automated Attendant,683280.0,9.0
Agribusiness,393760.0,5.0
Operant Conditioning,3706051.0,97.0
Tree Stump Removal,1081892.0,27.0
Circuit Training,2059200.0,30.0
Sage ERP Accpac,967868.0,23.0
Board Bring-Up,5978420.0,49.0
Permaculture,512920.0,6.0
Vertebral Fixation,812500.0,10.0
Insulation Installation,4713756.5,99.0
Protocol Systems,316160.0,12.0
Advanced Message Queuing Protocol,9943990.0,68.0
Keyhole Markup Language,923540.0,10.0
Endurance Training,1949278.5,35.0
Test Market,2053536.5,30.0
Anaerobic Organisms,210185.0,5.0
Sapui5,1524240.0,11.0
Human Communication,1280042.0,29.0
Sandbag,2526295.0,65.0
Subpoena Preparation,2136406.0,39.0
Cisco Certified Network Associate (CCNA) Wireless,566400.0,5.0
Froglogic Squish,2915718.0,24.0
Helicobacter Pylori,210185.0,5.0
Spawning,62015.0,2.0
Prezi (Presentation Software),1091660.5,21.0
