,differences taken
Skill: Electromechanical Assembly,0.0
Skill: Exome Sequencing,0.0
Skill: Transformation Planning,1.0
Skill: Campaign Monitor,1.0
Skill: Peripherally Inserted Central Catheter (PICC),1.0
Skill: Woodworking Machines,1.0
Skill: Zigbee,0.0
Skill: Marketing Optimization,1.0
Skill: Wcf Data Services,0.0
Skill: French Horn,1.0
Skill: Web Dynpro,1.0
Skill: Choral Music,
Skill: Patient Administration Systems,3.0
Skill: Style Sheets,2.0
Skill: Unfair Labor Practice,1.0
Skill: History Of Science,1.0
Skill: Carbohydrate Counting,0.0
Skill: Event Processing Language,
Skill: Wire Cutters,0.0
Skill: Cross-Channel Marketing,1.0
Skill: Medical Testing,1.0
Skill: Virtual Dom,0.0
Skill: Die Casting,0.0
Skill: Google Home,1.0
Skill: Standard Template Library (STL),0.0
Skill: Veterans' Benefits,2.0
Skill: Bioarchaeology,0.0
Skill: VxWorks,1.0
Skill: Pharmacoeconomics,0.0
Skill: Sales Intelligence,2.0
Skill: Prosthodontics,1.0
Skill: Ingredient Measurement,2.0
Skill: Psychiatric Rehabilitation,1.0
Skill: Financial Aid Counseling,0.0
Skill: Medical Practice Experience,0.0
Skill: Certified Risk Adjustment Coder,0.0
Skill: Adolescent Psychology,1.0
Skill: Risk Measure,1.0
Skill: Nuclear Fuel,1.0
Skill: Transaction Processing Systems,1.0
Skill: Cambodian Language,1.0
Skill: Medical Case Management,0.0
Skill: Cyber Kill Chain Framework,1.0
Skill: VCloud,2.0
Skill: Detention Basin,1.0
Skill: Bayesian Inference,0.0
Skill: System Deployment,1.0
Skill: Smart Manufacturing,0.0
Skill: BI Launch Pad (Software),0.0
Skill: Cross-Industry Standard Process for Data Mining (CRISP-DM),0.0
Skill: Darkroom,1.0
Skill: Outboard Motors,0.0
Skill: Punjabi Language,
Skill: Report Designer,0.0
Skill: Active Directory Lightweight Directory Services,0.0
Skill: Vascular Access,0.0
Skill: English Endorsement,3.0
Skill: Tuba,1.0
Skill: Oracle Transportation Management,1.0
Skill: Freight Control Processes,1.0
Skill: Commercial Pilot License,1.0
Skill: AGi32,0.0
Skill: SpaCy (NLP Software),2.0
Skill: Fuzzy Logic,1.0
Skill: Automated Machine Learning,1.0
Skill: Angel Investing,0.0
Skill: Patient Recall System,0.0
Skill: Cryostat,1.0
Skill: Paid Inclusion,
Skill: Natural Language Generation,1.0
Skill: Professional Audio,3.0
Skill: Software Quality Management,1.0
Skill: Culture Transformation,0.0
Skill: PLS-CADD (Design Software),1.0
Skill: Operational Due Diligence,0.0
Skill: Laceration Repair,1.0
Skill: Primary Source Information,0.0
Skill: Political Campaigns,0.0
Skill: ManageEngine AssetExplorer,1.0
Skill: Corrective Action Training,0.0
Skill: Life Annuities,1.0
Skill: Nursing Research,1.0
Skill: Relationship Counseling,3.0
Skill: Environmental Studies,1.0
Skill: Certified Business Manager,2.0
Skill: Registered Phlebology Sonographer,
Skill: HVAC Package Units,0.0
Skill: Project Cost Management,1.0
Skill: Viticulture,0.0
Skill: Rett Syndrome,0.0
Skill: Video Advertising,1.0
Skill: Nikto Web Scanner,
Skill: Transcranial Magnetic Stimulation,1.0
Skill: Somali Language,1.0
Skill: Certified Coding Associate,
Skill: Microwave Oven,1.0
Skill: Headlight Maintenance,1.0
Skill: Investment Analysis,0.0
Skill: Execution Time,1.0
Skill: FAA First Class Medical Certificate,0.0
Skill: Vuex,
Skill: Digital Health Technologies,1.0
Skill: Saxophone,1.0
Skill: SAP Human Resource Management Software,
Skill: HP Proliant,
Skill: Adobe Photoshop Elements,1.0
Skill: NgRx (Framework),1.0
Skill: Graphite (Software),1.0
Skill: Crime Scenes (Forensic Evidence),1.0
Skill: Certified Flight Instructor,1.0
Skill: Functional Safety,1.0
Skill: Cloudhub,0.0
Skill: Online Surveys (Evaluation Methods),1.0
Skill: Chartered Strategic Wealth Professional,0.0
Skill: Heparin,0.0
Skill: Algae,1.0
Skill: Bariatric Surgery,1.0
Skill: Residential Plumbing,1.0
Skill: Certified Radiologic Technologist/Technician,0.0
Skill: DermalogiCA,0.0
Skill: Parallel Parking,2.0
Skill: Business Science,1.0
Skill: Segment Architecture,0.0
Skill: Yahoo! Search Marketing,1.0
Skill: Educational Planning,1.0
Skill: Certified Professional In Healthcare Information And Management Systems,
Skill: AirSnort,1.0
Skill: Lectora,1.0
Skill: Textile Design,1.0
Skill: Electric Bass Guitars,0.0
Skill: Pharmacy Informatics,0.0
Skill: Board Certified In Family Medicine,1.0
Skill: System Recovery,1.0
Skill: Dairy Manufacturing,0.0
Skill: Suitecommerce,1.0
Skill: Fallback,1.0
Skill: Therapeutic Irrigation,1.0
Skill: Text Editor,
Skill: Costumes,0.0
Skill: Astronomy,0.0
Skill: Certified EKG/ECG Technician,0.0
Skill: Technology Strategy Development,1.0
Skill: Financial Accounting Standards Board,1.0
Skill: Consecutive Interpretation,3.0
Skill: Animal Nutrition,0.0
Skill: Cisco DNA Center,1.0
Skill: Windows Registry,1.0
Skill: Buildium (Property Management Software),0.0
Skill: Information Structure,1.0
Skill: Twisted Pair Cables,1.0
Skill: Ethnography,0.0
Skill: Clickable Prototypes,1.0
Skill: Chrome OS,1.0
Skill: Linear Video Editing,1.0
Skill: Print Servers,1.0
Skill: Publication Design,1.0
Skill: Capacity Development,0.0
Skill: Meningitis,0.0
Skill: Self Evaluation,1.0
Skill: Payment Method,1.0
Skill: qTest,1.0
Skill: Database Theory,1.0
Skill: Activity Sequencing,0.0
Skill: Thermal Analysis,0.0
Skill: Android SDK,0.0
Skill: Traditional Animation,1.0
Skill: Hypotension,2.0
Skill: Social Intelligence,1.0
Skill: Entomology,1.0
Skill: Educational Equity,1.0
Skill: Statutory Interpretation,1.0
Skill: Tactical Communications,1.0
Skill: Food Processing,3.0
Skill: Pseudometric Space,0.0
Skill: Vertical Milling,1.0
Skill: Serial Peripheral Interface Bus,0.0
Skill: American Board Of Pathology Certification,
Skill: Ansi Sql,2.0
Skill: Test First,0.0
Skill: Tumblr,1.0
Skill: MapR (Big Data),1.0
Skill: Nursing Informatics,1.0
Skill: Virology,1.0
Skill: Garbage Collection (Computer Science),0.0
Skill: Radial Arm Saw,1.0
Skill: Discipleship,
Skill: ASE Medium-Heavy Truck Certification,3.0
Skill: Bidding Documents,0.0
Skill: Human Biology,
Skill: SSL Security,1.0
Skill: News Editing,1.0
Skill: Certified Hospice And Palliative Nurses (CHPN),0.0
Skill: Camunda,1.0
Skill: IP Access Controllers,0.0
Skill: Lua (Scripting Language),1.0
Skill: Audio Engineering,1.0
Skill: Chartered Life Underwriter,1.0
Skill: Web Writing,1.0
Skill: WinAutomation,1.0
Skill: Promissory Note,0.0
Skill: Contingency Tables,0.0
Skill: Communication Sciences,0.0
Skill: Hand Surgery,0.0
Skill: PHP Development,1.0
Skill: Clinical Neuropsychology,0.0
Skill: Tealium,
Skill: Refractive Index,2.0
Skill: Airtable,2.0
Skill: Content Repository,0.0
Skill: Document Engineering,3.0
Skill: Mobile Strategy,1.0
Skill: Data Binding,0.0
Skill: Digital Content Strategy,0.0
Skill: Stool Guaiac Testing,0.0
Skill: Attribution Analysis,0.0
Skill: Chronic Lymphocytic Leukemia,
Skill: Operating Partner,0.0
Skill: Small Business Management,1.0
Skill: Total Absorption Costing,
Skill: Bmc Software,1.0
Skill: Snail Mail,
Skill: Google Display & Video 360,2.0
Skill: Arbitrage,1.0
Skill: Oboe,1.0
Skill: Metal Surface Finishing,1.0
Skill: Securities Market,0.0
Skill: Trauma Surgery,1.0
Skill: XQuery,1.0
Skill: Magnetic Resonance Imaging Technologist,2.0
Skill: Lean Six Sigma Green Belt,1.0
Skill: Net Present Value,0.0
Skill: Patch Tests,1.0
Skill: Ntlmv2,0.0
Skill: Ad Hoc Marketing,1.0
Skill: File Carving,0.0
Skill: Swahili Language,1.0
Skill: Wrap Account,1.0
Skill: SQL Injection,1.0
Skill: Apex Code,1.0
Skill: Reading To Children,1.0
Skill: Freeze Dryers,1.0
Skill: Broadcast News,
Skill: Logical Volume Manager,1.0
Skill: Publicly Funded Health Care,1.0
Skill: Policy Studies,0.0
Skill: Certified Interpretive Guide,0.0
Skill: Publish Subscribe,2.0
Skill: Electric Arc,3.0
Skill: Rate Of Return,
Skill: Sales Process Engineering,1.0
Skill: Gastrostomy,1.0
Skill: Malnutrition,0.0
Skill: Magento,1.0
Skill: Cytokine Assays,1.0
Skill: Registered Representative (Securities),1.0
Skill: NVivo,1.0
Skill: Integrated Access Devices,
Skill: Operator Certification,1.0
Skill: Global System For Mobile Communications,1.0
Skill: Natural Sciences,0.0
Skill: Elementary Mathematics,0.0
Skill: Demandware,
Skill: Hardware-In-The-Loop Simulation,1.0
Skill: Social Integration,0.0
Skill: Third-Party Warehousing,0.0
Skill: Dev Testing,0.0
Skill: Infragistics,1.0
Skill: AWS CloudHSM,0.0
Skill: Histopathology,1.0
Skill: Behavior Based Safety,0.0
Skill: Licensing,
Skill: Solidworks Certification,1.0
Skill: Insulation Installation,1.0
Skill: Paracentesis,1.0
Skill: Autonomous System,1.0
Skill: Systematic Trading,0.0
Skill: Auto Glass Installation And Repair,0.0
Skill: Herbicide Spraying,1.0
Skill: Health Advocacy,0.0
Skill: Next.js,1.0
Skill: Coastal Management,0.0
Skill: Minority Interest,0.0
Skill: Google Cloud Build,
Skill: Numerical Controls,1.0
Skill: Computer And Network Surveillance,1.0
Skill: Haematopoiesis,1.0
Skill: Tabular Data,1.0
Skill: Concur Travel,1.0
Skill: Bronchial Hygiene,0.0
Skill: IBM Optim,1.0
Skill: Oracle Retail,1.0
Skill: Emergency Planning And Community Right-To-Know Act,1.0
Skill: Materials Management Information Systems,1.0
Skill: Dassault Syst Mes DELMIA (Software),1.0
Skill: Advanced Traffic Management Systems,2.0
Skill: Blood Cell,0.0
Skill: Stock Split,0.0
Skill: Enzyme-Linked ImmunoSpot (ELISPOT) Assay,
Skill: Secondary Source Information,1.0
Skill: Corporate Litigations,1.0
Skill: Water Balance,1.0
Skill: Air Hammers,0.0
Skill: Certified Electrical Safety Compliance Professional,0.0
Skill: SAP IS-U,1.0
Skill: Dynamic Websites,1.0
Skill: Sequelize.js,
Skill: Revenue Analysis,1.0
Skill: Wired Communications,1.0
Skill: Dam Construction,0.0
Skill: Multi-Core Software,0.0
Skill: Constituent Relationship Management,0.0
Skill: Cancer Genomics,0.0
Skill: Special Effects,0.0
Skill: Google Shopping,1.0
Skill: Bloodstain Pattern Analysis,1.0
Skill: Viral Vector,1.0
Skill: Dynamic Data,1.0
Skill: Riding Mowers,0.0
Skill: Vertical Form Fill Sealing Machine,1.0
Skill: Youth Health,1.0
Skill: Concrete Finishing,1.0
Skill: Amharic Language,0.0
Skill: Visual Modeling,0.0
Skill: Pressure Drops,1.0
Skill: SAP Sybase SQL,1.0
Skill: Building Science,1.0
Skill: ASP.NET Identity,1.0
Skill: Health Data Specialists,0.0
Skill: Congenital Hypothyroidism,0.0
Skill: Master Of Fine Arts,0.0
Skill: Animal Models,
Skill: Intercompany Accounting,3.0
Skill: ICD 503,0.0
Skill: Project Layout,1.0
Skill: Certified Lodging Security Supervisor,0.0
Skill: Residual-Current Devices,1.0
Skill: Certified Ophthalmic Medical Technologist,3.0
Skill: Trumpet,1.0
Skill: Exhibit Design,1.0
Skill: Capability Maturity Model,0.0
Skill: Cross-Site Scripting,1.0
Skill: Medical Nutrition Therapy,1.0
Skill: Universal Asynchronous Receiver/Transmitter,1.0
Skill: Disease Surveillance,1.0
Skill: Back Pressure,1.0
Skill: Kismet (Software),1.0
Skill: Website Metrics,0.0
Skill: Engine Control Unit,1.0
Skill: Digital Audio Editing,3.0
Skill: Supplier Evaluation,
Skill: Locomotive,1.0
Skill: Genomic Testing,0.0
Skill: Cauterization,0.0
Skill: Oracle Marketing Cloud,1.0
Skill: Tape Libraries,
Skill: Audio Control,
Skill: Activity Diagram,
Skill: Bioanalysis,1.0
Skill: Contact Tracing,1.0
Skill: Privacy Impact Assessments,1.0
Skill: Certification In Control Self-Assessment,1.0
Skill: Restriction Of Hazardous Substances Directive (ROHS) Compliance,1.0
Skill: Patient Hydration,0.0
Skill: Android Jetpack,3.0
Skill: Modified-Barium Swallow Study (MBSS),1.0
Skill: Signalling Connection Control Part (SCCP),1.0
Skill: Aprimo (Marketing Software),1.0
Skill: Message-Oriented Middleware,1.0
Skill: Tourette Syndrome,
Skill: Developer Console,1.0
Skill: PowerTeacher (Software),0.0
Skill: Bassoon,1.0
Skill: SPARQL Protocol And RDF Query Language (SPARQL),0.0
Skill: Light Therapy,2.0
Skill: Certification In Electronic Fetal Monitoring (C-EFM),
Skill: Counseling Techniques,0.0
Skill: Linux-Powered Devices,0.0
Skill: Cross-Functional Coordination,0.0
Skill: Mechanic's Lien,0.0
Skill: Flight Safety,1.0
Skill: Windows Identity Foundation,1.0
Skill: Darwin Information Typing Architecture (DITA),1.0
Skill: Paraffin Tissue Processing,3.0
Skill: Application Level Gateways,0.0
Skill: External Testing,
Skill: Comsol Multiphysics,1.0
Skill: Validation Therapy,0.0
Skill: Metal Spinning,1.0
Skill: Botany,2.0
Skill: Hospitality Industry,1.0
Skill: Rapid Learning,1.0
Skill: SkyJack,1.0
Skill: Doppler Radar,0.0
Skill: Securitization,1.0
Skill: Energy Efficiency Improvement,0.0
Skill: Partnership Act,
Skill: Pipe Welding,
Skill: Transaxle,1.0
Skill: Distech (Building Automation System),0.0
Skill: ATLAS.ti (Qualitative Data Analysis Software),1.0
Skill: LCD Projector,1.0
Skill: Consumer Debt,1.0
Skill: Monoclonal Antibodies,0.0
Skill: Plotly,0.0
Skill: Payment Schedule,1.0
Skill: Medicaid Fraud Analysis,3.0
Skill: Guided Reading,0.0
Skill: Personnel Psychology,1.0
Skill: Supplier Enablement,1.0
Skill: Interest Expense,2.0
Skill: Deep Six Operating System (DSOS),0.0
Skill: Logical Observation Identifiers Names And Codes (LOINC),1.0
Skill: ViewModel,1.0
Skill: Planisware,0.0
Skill: Stroke Recovery,1.0
Skill: Paint Rollers,2.0
Skill: App Transport Security,0.0
Skill: CryEngine,0.0
Skill: Water Filters,1.0
Skill: Pregnancy Options Counseling,0.0
Skill: Oil Containment Booms,1.0
Skill: Reading Gauges,1.0
Skill: National Historic Preservation Act (NHPA),0.0
Skill: Solidity (Programming Language),2.0
Skill: Go Server,1.0
Skill: Certified Wireless Network Professional (CWNP),1.0
Skill: Social Issue,1.0
Skill: Data Transport Utility,1.0
Skill: IBooks Author,0.0
Skill: Website Management,1.0
Skill: Stereotactic Surgery,0.0
Skill: Cisco Discovery Protocol,1.0
Skill: Frequency Counter,1.0
Skill: Contingent Liability,1.0
Skill: Policy Proposal,0.0
Skill: Criminal Investigation,0.0
Skill: Predetermined Motion Time Systems,
Skill: PHPUnit,0.0
Skill: Bridge Construction,0.0
Skill: Architectural Development,1.0
Skill: System On A Chip,1.0
Skill: Forensic Anthropology,3.0
Skill: Commercial Insurances,1.0
Skill: Applied Physics,2.0
Skill: Wedding Photography,1.0
Skill: Purchase Order Amendments,0.0
Skill: S-PLUS Statistical Software,
Skill: Chemical Reaction Engineering,0.0
Skill: Resource Constraints,1.0
Skill: Container-Managed Persistence,
Skill: Universal Decimal Classification (UDK),
Skill: Extended Reach Drilling,0.0
Skill: Home Automation,0.0
Skill: Economic Capital,1.0
Skill: Liniment,1.0
Skill: Overhead Cost Analysis,1.0
Skill: Gender Studies,0.0
Skill: Economy,1.0
Skill: Credit Facilities,1.0
Skill: Cortex M,0.0
Skill: Occupational Hygiene And Safety Technologist (OHST),1.0
Skill: Bloomberg Terminal,1.0
Skill: In-Memory Database,0.0
Skill: Insect Collection,
Skill: Precision Agriculture,1.0
Skill: Trajectory,1.0
Skill: Piccolo (Musical Instrument),1.0
Skill: Java Native Interface,2.0
Skill: Statistical Language Acquisition,1.0
Skill: Radiofrequency Ablation,1.0
Skill: Peripheral Vascular Resistance,0.0
Skill: Tridium/Niagara Framework,
Skill: Cornet,1.0
Skill: Hemorrhage Control,1.0
Skill: ISO 10012 Standard,
Skill: Powerquery,3.0
Skill: Cognitive Tests,0.0
Skill: Color Palette,0.0
Skill: Electrophoretic Mobility Shift Assays,1.0
Skill: Environmental Reporting,0.0
Skill: Web Worker,1.0
Skill: Demand Flow Technology,0.0
Skill: Certified Appraiser,1.0
Skill: Secure Remote Password Protocols,1.0
Skill: Normal Saline,0.0
Skill: Mobile Network Operator,1.0
Skill: BMC Remedy Action Request System,1.0
Skill: Location Strategy,0.0
Skill: Data Grid,1.0
Skill: Household Products,0.0
Skill: Internal Control Evaluation,0.0
Skill: Graph Theory,0.0
Skill: Liquidity Management,1.0
Skill: Fall Risk Management,0.0
Skill: Sterile Products (IV) Certification,3.0
Skill: Tender Offer,0.0
Skill: Hyperledger,1.0
Skill: Semiconductor Device,1.0
Skill: Sovereign Wealth Fund,2.0
Skill: Http2,0.0
Skill: Cinematography,0.0
Skill: Epinephrine Administration,2.0
Skill: Biological Warfare,0.0
Skill: Accounts Payable Automation,0.0
Skill: Outdoor Education,1.0
Skill: SARS Software Products,2.0
Skill: Asynchronous Communication,1.0
Skill: Intraosseous Infusion,0.0
Skill: Identity Verification,0.0
Skill: Private Duty Nursing,1.0
Skill: Fuel Cell Design,0.0
Skill: IEC 62304,0.0
Skill: Apple Certified Technical Coordinator,1.0
Skill: Information Mapping,0.0
Skill: Hyland OnBase,1.0
Skill: Shared Memory,1.0
Skill: Jury Trial,0.0
Skill: Multi-Age Classroom,0.0
Skill: Spark Plug,0.0
Skill: Typesetting,0.0
Skill: Circuit Assembly,1.0
Skill: Financial Policy Development,0.0
Skill: Certified Wound Care Nurse,0.0
Skill: Office Ally,1.0
Skill: GIAC Intrusion Prevention,1.0
Skill: Appcelerator,2.0
Skill: Mac/Apple Support,1.0
Skill: Apple Certified System Administrator,1.0
Skill: Behavioral Pattern,2.0
Skill: Simultaneous Interpretation,0.0
Skill: Cardiac Risk Profile,0.0
Skill: Istio,3.0
Skill: Application Client,0.0
Skill: ASP.NET Core,1.0
Skill: Design Assurance,1.0
Skill: Energy Saving Products,0.0
Skill: Healthcare Financial Management Association (HFMA) Certification,0.0
Skill: Nutritional Analysis,1.0
Skill: Filleting,0.0
Skill: Progressive Stamping,0.0
Skill: Aesthetic Design,0.0
Skill: 2D Animation,1.0
Skill: Dissection,1.0
Skill: Dental Space Maintainers,1.0
Skill: Interpretation Of Arterial Blood Gases (ABGs),0.0
Skill: Evaluation Projects,1.0
Skill: Electrical Connectors,1.0
Skill: Multi-Engine Land,1.0
Skill: Pipe Laying,1.0
Skill: Warehouse Inventory Management,0.0
Skill: Short Films,0.0
Skill: Financial Transaction Tax,2.0
Skill: Agile Testing,0.0
Skill: Antipsychotics,0.0
Skill: Gemalto,1.0
Skill: Artwork,1.0
Skill: Intradermal,1.0
Skill: Pharmaceutical Packaging,0.0
Skill: Financial Efficiency,2.0
Skill: Real-Time Operating Systems,1.0
Skill: Cardiotocography,1.0
Skill: Compression Therapy,0.0
Skill: Advanced Trauma Life Support,0.0
Skill: Income Support,
Skill: Institute Of Inspection Cleaning And Restoration Certification,0.0
Skill: Nutrient Cycling,1.0
Skill: Research Funding,1.0
Skill: Theano (Software),1.0
Skill: Video Analytics,2.0
Skill: Global Association Of Risk Professionals,2.0
Skill: Ranorex,0.0
Skill: Soil Sampling,1.0
Skill: Sustainability Reporting,1.0
Skill: Channel Allocation Schemes,1.0
Skill: Emacs,1.0
Skill: Wilderness First Aid,0.0
Skill: Recruiting Concepts,0.0
Skill: Avionics,1.0
Skill: Specimen Delivery,0.0
Skill: Rolling (Metalworking),1.0
Skill: Academic English,1.0
Skill: Sustainable Materials,3.0
Skill: Buyout,2.0
Skill: Optical Comparator,0.0
Skill: Railroad Engineering,0.0
Skill: Large Goods Vehicle,1.0
Skill: Amyotrophic Lateral Sclerosis,0.0
Skill: Product Structure Modeling,0.0
Skill: HP Servers,1.0
Skill: Cisco Certified Internetwork Expert Security (CCIE Security),1.0
Skill: Quality Circle,0.0
Skill: Solar Systems,1.0
Skill: Ornithology,2.0
Skill: Debt Compliance,0.0
Skill: Bare Metal,1.0
Skill: Graphical User Interface Testing,0.0
Skill: Codeception,0.0
Skill: Manifold,
Skill: United States Pharmacopeia (USP) Compliance,1.0
Skill: Whatsapp,1.0
Skill: Advanced Pediatric Life Support,0.0
Skill: Reliability Availability Maintainability And Safety Software,0.0
Skill: Metasys Building Automation System,0.0
Skill: National Student Loan Data Systems,1.0
Skill: AWS Key Management Service (KMS),0.0
