,July 2022 actual,July 2024 weighted predicted,Percentage Point change,Percentage change,Model Variance,Mean Salary,Most common occ,2nd most common occ,3rd most common occ,4th most common occ,5th most common occ,Most common ind,2nd most common ind,3rd most common ind,4th most common ind,5th most common ind,Monthly average obs,Prediction std dev,Number of Models,Average RMSE
Membership Sales,0.0006267102870228,0.0007004608698088984,7.375058278609838e-05,11.7678908920503,Medium,38397.27685774947,41-2000,41-3000,41-4000,43-4000,11-2000,Unclassified Industry,"Amusement, Gambling, and Recreation Industries",Personal and Laundry Services,Social Assistance,Clothing and Clothing Accessories Stores,204.47916666666663,0.00010470482588287295,23.0,0.9268623758893544
Memos,0.0089012342493579,0.006754809066875444,-0.0021464251824824558,-24.113792788200023,Medium,53944.70645514223,43-6000,13-2000,99-9000,43-4000,11-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Real Estate,2549.2916666666665,0.0013772819823500955,24.0,0.1919676511343891
Mental Concentration,0.0013394133791839,0.0019527885304555124,0.0006133751512716124,45.79431270466626,High,49353.97171667487,29-2000,29-1000,15-1200,35-3000,43-9000,Unclassified Industry,Health and Personal Care Stores,Administrative and Support Services,Nursing and Residential Care Facilities,"Professional, Scientific, and Technical Services",623.4791666666666,0.0017501356297386576,7.0,0.3590818210404562
Mental Diseases,0.0014751351771479,0.0016137013444907187,0.00013856616734281876,9.393455561864474,Medium,56303.03306648103,21-1000,29-1000,11-9000,29-2000,99-9000,Unclassified Industry,Social Assistance,Nursing and Residential Care Facilities,Ambulatory Health Care Services,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",499.8541666666667,0.00022772758129227627,24.0,0.10133327997463232
Mental Health,0.0078122483735677,0.007862615634089553,5.036726052185317e-05,0.6447216999944336,Low,65931.25604656883,21-1000,29-1000,11-9000,29-2000,19-3000,Unclassified Industry,Ambulatory Health Care Services,Social Assistance,Hospitals,Educational Services,2152.5416666666665,0.0006283586553284528,16.0,0.20203311475716543
Mentorship,0.0368205665501855,0.06917212978140129,0.03235156323121579,87.86275242973632,High,92566.91950185626,15-1200,11-9000,11-3000,13-1000,29-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Credit Intermediation and Related Activities,9746.75,0.02076924176094096,16.0,0.0657169862001155
Menu Planning,0.0011775854545736,0.0007960724013449154,-0.0003815130532286846,-32.39790808785332,Medium,58415.33679401993,11-9000,35-1000,13-1000,53-3000,11-2000,Unclassified Industry,Food Services and Drinking Places,"Merchant Wholesalers, Nondurable Goods",Administrative and Support Services,Accommodation,293.75,0.00013012701798692023,24.0,0.46706057681502205
Merchandise Displays,0.0021783744352078,0.002008814603451753,-0.0001695598317560474,-7.7837780785318795,Medium,32918.64604391774,41-2000,41-1000,27-1000,53-3000,53-7000,General Merchandise Stores,Chemical Manufacturing,Food and Beverage Stores,Unclassified Industry,Clothing and Clothing Accessories Stores,571.2083333333334,0.0003751683680354139,27.0,0.1917259277519907
Merchandise Exchanges,0.0030753467787187,0.0042559470509331305,0.0011806002722144306,38.38917550320329,High,32673.663269927536,41-2000,43-4000,99-9000,41-1000,43-1000,Health and Personal Care Stores,Clothing and Clothing Accessories Stores,General Merchandise Stores,Administrative and Support Services,Unclassified Industry,893.9583333333334,0.0026178273079650043,22.0,0.1565192937567913
Merchandise Maintenance,0.0007436663681907,0.0005168254607673541,-0.00022684090742334584,-30.503047754497427,High,31675.315,41-2000,41-1000,99-9000,43-4000,35-3000,General Merchandise Stores,Gasoline Stations,Unclassified Industry,Miscellaneous Store Retailers,Clothing and Clothing Accessories Stores,307.0,0.0003033181191509856,18.0,0.2821597986229136
Merchandise Returns,0.0036789970205775,0.005007821976563112,0.0013288249559856116,36.119218051908696,High,35472.9430613754,41-2000,41-1000,43-4000,99-9000,43-5000,Health and Personal Care Stores,General Merchandise Stores,Clothing and Clothing Accessories Stores,Unclassified Industry,Publishing Industries (except Internet),1079.2916666666667,0.0013640911652148353,23.0,0.234371896602088
Merchandising,0.0523613516518342,0.054277877279352287,0.0019165256275180884,3.660191280510906,Low,36972.03547054035,41-2000,41-1000,53-7000,27-1000,99-9000,General Merchandise Stores,Clothing and Clothing Accessories Stores,Unclassified Industry,Food and Beverage Stores,Health and Personal Care Stores,16988.6875,0.0034122785808432575,26.0,0.14059107219613343
Mergers And Acquisitions,0.0045853500898477,0.003536614025818617,-0.0010487360640290826,-22.871450237814138,High,92911.13892583972,13-2000,11-3000,23-2000,11-9000,23-1000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Real Estate,Insurance Carriers and Related Activities,1647.1666666666667,0.0009984109422779715,24.0,0.09744008764025183
Metadata,0.0016427150294334,0.0013728397514189414,-0.0002698752780144586,-16.42861197340741,Medium,104191.49705014747,15-1200,15-2000,13-1000,99-9000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Credit Intermediation and Related Activities,475.125,0.00024432887345831423,23.0,0.22224098097636963
Metal Inert Gas (MIG) Welding,0.000834860857061,0.0014757965373907278,0.0006409356803297278,76.77155718930744,High,49018.97230875736,51-4000,49-9000,49-3000,17-3000,47-2000,Administrative and Support Services,Unclassified Industry,"Merchant Wholesalers, Nondurable Goods",Truck Transportation,"Professional, Scientific, and Technical Services",320.9791666666667,0.0006426401775243691,24.0,0.20247309853599396
Methods Of Production,0.0007481078293401,0.0007910954722289483,4.298764288884836e-05,5.746182729669788,Medium,70438.06885397412,51-1000,11-9000,17-2000,11-3000,51-9000,Administrative and Support Services,Unclassified Industry,Food Manufacturing,"Professional, Scientific, and Technical Services",Nursing and Residential Care Facilities,212.41666666666663,0.00015743511263848313,24.0,0.6391673645948938
MicroStation (CAD Design Software),0.0009007685803824,0.0006428546178410568,-0.0002579139625413432,-28.63265528553981,High,80491.24199084668,17-2000,17-3000,99-9000,15-1200,11-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Real Estate,"Electrical Equipment, Appliance, and Component Manufacturing",310.25,0.00029983921063381024,23.0,0.3683846456226819
Microbiology,0.0019099865741922,0.0017260270288458456,-0.00018395954534635448,-9.631457510331316,Medium,61822.98622047244,29-2000,19-1000,19-4000,11-9000,15-2000,Administrative and Support Services,"Professional, Scientific, and Technical Services",Unclassified Industry,Educational Services,Ambulatory Health Care Services,592.8958333333334,0.00034912225580130684,23.0,0.27325578214810886
Micrometer,0.0028507330831567,0.0029767311346161466,0.0001259980514594465,4.419847379044171,Low,44941.02321070234,51-9000,51-4000,17-3000,49-9000,51-2000,Administrative and Support Services,Unclassified Industry,Fabricated Metal Product Manufacturing,"Professional, Scientific, and Technical Services",Machinery Manufacturing,912.6041666666666,0.00022381656871523018,19.0,0.11551966052758822
Microservices,0.0083443195012119,0.022666675777685042,0.014322356276473143,171.64199278794413,High,137689.6500541712,15-1200,11-9000,17-2000,11-2000,11-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,1933.8333333333333,0.01731319079671398,24.0,0.2228738664534729
Microsoft Access,0.0116608566516155,0.011080385712952712,-0.0005804709386627877,-4.977944211177392,Medium,71642.53692901741,15-1200,13-1000,99-9000,13-2000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,3571.8541666666665,0.0026886687752408437,24.0,0.1377941580588285
Microsoft Azure,0.0164898494279088,0.023023938996758263,0.006534089568849464,39.62491954469047,High,128768.81075163398,15-1200,15-2000,11-9000,17-2000,99-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Credit Intermediation and Related Activities,Insurance Carriers and Related Activities,4046.7291666666665,0.007630042877367163,27.0,0.09608007577440511
Microsoft Certified Professional,0.0009278256429398,0.001042384131716618,0.00011455848877681802,12.346984549148843,High,73602.83458333333,15-1200,11-9000,99-9000,13-1000,17-2000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,306.75,0.00028995671175236827,23.0,0.32396388635000667
Microsoft Certified Systems Engineer,0.0006593492590991,0.00029069107501126666,-0.0003686581840878333,-55.91242865602798,High,89771.28362944162,15-1200,99-9000,13-1000,11-3000,49-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Computer and Electronic Product Manufacturing,Educational Services,301.5833333333333,0.0001859921849066669,22.0,0.10105627713151415
Microsoft Dynamics,0.0008185357773947,0.0008258217211211509,7.285943726450931e-06,0.890119152719409,Medium,90503.97336923996,15-1200,13-1000,13-2000,43-3000,11-3000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Real Estate,Computer and Electronic Product Manufacturing,296.4791666666667,0.00013323553234472366,16.0,0.2716159013699241
Microsoft Dynamics 365,0.0007063037407728,0.0008614386641531768,0.00015513492338037674,21.964335515289264,High,110140.23930131004,15-1200,13-1000,15-2000,11-3000,13-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Publishing Industries (except Internet),"Merchant Wholesalers, Durable Goods",217.14583333333331,0.00039066635233138853,20.0,0.7837823760300313
Microsoft Excel,0.0972675643634759,0.09145111672270939,-0.005816447640766512,-5.979843001960266,Medium,60766.79926117726,13-1000,13-2000,99-9000,11-9000,15-1200,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,30547.45833333333,0.017238819619028855,25.0,0.04830633153618198
Microsoft Office,0.0866352157321403,0.09973621122425098,0.01310099549211069,15.122020971952665,High,57868.82887157581,13-1000,11-9000,99-9000,15-1200,43-4000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,27229.125,0.06400079274313347,28.0,0.059889584386986904
Microsoft Office 365,0.0038825539321506,0.0034029322790892274,-0.00047962165306137273,-12.353251530898984,Medium,68669.41274336283,15-1200,13-1000,99-9000,11-9000,43-6000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,"Merchant Wholesalers, Durable Goods",Educational Services,1083.9375,0.0005438841353579613,16.0,0.25990867276454643
Microsoft Outlook,0.0422895174814548,0.037156020151966666,-0.005133497329488132,-12.138935687169573,High,57265.25318068087,13-1000,11-9000,43-6000,43-4000,99-9000,Unclassified Industry,"Professional, Scientific, and Technical Services",Administrative and Support Services,Educational Services,Insurance Carriers and Related Activities,13666.854166666666,0.019174158109919688,23.0,0.08201401930737931
Microsoft PowerPoint,0.0534681682853842,0.05752008786094697,0.004051919575562772,7.578190361666803,Medium,72402.91376936316,13-1000,11-9000,99-9000,11-2000,15-1200,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Educational Services,16302.833333333334,0.010990317624559202,24.0,0.04118796818347424
Microsoft Project,0.0036822050924662,0.0032337388071751773,-0.0004484662852910228,-12.17928589063618,High,103948.66000432151,13-1000,15-1200,11-9000,17-2000,99-9000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Computer and Electronic Product Manufacturing,1274.9375,0.0008714234670341691,23.0,0.07487696011875074
Microsoft SQL Servers,0.0041825322376075,0.00327968665163271,-0.0009028455859747897,-21.586099871670978,High,107621.59252806814,15-1200,15-2000,99-9000,13-1000,11-9000,"Professional, Scientific, and Technical Services",Unclassified Industry,Administrative and Support Services,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,1548.0833333333333,0.0014564979239932347,20.0,0.10333001658881771
Microsoft Servers,0.0005867723681175,0.0007418949410611689,0.0001551225729436689,26.43658450402796,High,83802.53806228374,15-1200,99-9000,13-1000,11-9000,17-2000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Publishing Industries (except Internet),Insurance Carriers and Related Activities,218.58333333333331,0.0003325162235306791,23.0,0.057521161858302236
Microsoft SharePoint,0.0075634872031125,0.0070305765117455584,-0.0005329106913669413,-7.045833185883355,Medium,84470.24857954546,15-1200,13-1000,11-9000,99-9000,43-6000,"Professional, Scientific, and Technical Services",Administrative and Support Services,Unclassified Industry,Insurance Carriers and Related Activities,Credit Intermediation and Related Activities,2329.4375,0.0012150078951271052,23.0,0.05599259665082295
